1	1	11	28	0	1228
1	2	13	50	0	1490
1	3	10	14	0	1094
2	4	3	49	0	289
2	5	18	48	0	2088
2	6	21	9	0	2409
2	7	24	29	0	2789
3	8	9	18	0	978
3	9	24	30	0	2790
4	10	23	12	0	2652
5	11	1	29	0	29
6	12	12	72	0	1392
7	13	14	10	0	1570
7	14	5	26	0	506
7	15	7	10	0	730
8	16	15	103	0	1783
8	17	24	6	0	2766
9	18	1	4	0	4
9	19	24	65	0	2825
9	20	21	4	0	2404
10	21	6	8	0	608
10	22	6	19	0	619
10	23	2	17	0	137
10	24	1	7	0	7
10	25	2	25	0	145
10	26	12	87	0	1407
10	27	13	13	0	1453
10	28	22	44	0	2564
11	29	8	3	0	843
11	30	13	48	0	1488
11	31	7	49	0	769
11	32	18	10	0	2050
11	33	24	41	0	2801
11	34	15	64	0	1744
11	35	9	47	0	1007
11	36	17	18	0	1938
11	37	13	96	0	1536
12	38	23	16	0	2656
12	39	5	48	0	528
13	40	15	18	0	1698
13	41	24	10	0	2770
14	42	21	6	0	2406
15	43	21	35	0	2435
15	44	22	85	0	2605
16	45	23	15	0	2655
16	46	17	23	0	1943
17	47	19	6	0	2166
17	48	2	57	0	177
17	49	15	13	0	1693
18	50	2	120	0	240
19	51	15	1	0	1681
20	52	14	13	0	1573
20	53	20	12	0	2292
20	54	4	52	0	412
20	55	20	6	0	2286
20	56	11	15	0	1215
20	57	12	14	0	1334
20	58	5	45	0	525
20	59	23	34	0	2674
21	60	20	14	0	2294
22	61	18	2	0	2042
22	62	4	19	0	379
23	63	13	3	0	1443
24	64	24	4	0	2764
24	65	6	20	0	620
25	66	21	11	0	2411
26	67	19	29	0	2189
26	68	16	4	0	1804
26	69	22	50	0	2570
26	70	2	31	0	151
27	71	1	7	0	7
27	72	15	1	0	1681
27	73	18	33	0	2073
27	74	6	33	0	633
28	75	10	36	0	1116
28	76	23	13	0	2653
29	77	16	59	0	1859
29	78	8	20	0	860
29	79	23	22	0	2662
29	80	3	37	0	277
29	81	2	19	0	139
30	82	3	6	0	246
31	83	14	10	0	1570
31	84	12	47	0	1367
32	85	20	27	0	2307
32	86	21	1	0	2401
32	87	8	51	0	891
33	88	3	1	0	241
34	89	24	64	0	2824
35	90	16	20	0	1820
36	91	11	16	0	1216
36	92	8	16	0	856
36	93	10	17	0	1097
37	94	18	20	0	2060
38	95	13	3	0	1443
38	96	13	55	0	1495
39	97	14	46	0	1606
39	98	23	1	0	2641
40	99	1	15	0	15
41	100	2	12	0	132
42	101	9	8	0	968
42	102	24	13	0	2773
42	103	4	1	0	361
43	104	22	20	0	2540
43	105	8	61	0	901
44	106	1	18	0	18
45	107	10	17	0	1097
45	108	6	2	0	602
46	109	16	6	0	1806
47	110	7	2	0	722
48	111	12	9	0	1329
48	112	23	1	0	2641
49	113	10	47	0	1127
49	114	13	54	0	1494
50	115	5	8	0	488
50	116	1	19	0	19
50	117	21	20	0	2420
51	118	4	11	0	371
52	119	13	19	0	1459
52	120	5	42	0	522
52	121	2	10	0	130
52	122	3	4	0	244
52	123	7	45	0	765
53	124	23	65	0	2705
53	125	21	14	0	2414
54	126	2	48	0	168
55	127	15	99	0	1779
56	128	18	49	0	2089
57	129	21	11	0	2411
58	130	4	5	0	365
59	131	13	16	0	1456
59	132	18	78	0	2118
59	133	16	4	0	1804
60	134	14	60	0	1620
61	135	17	4	0	1924
61	136	8	16	0	856
61	137	13	13	0	1453
61	138	18	119	0	2159
61	139	13	9	0	1449
61	140	5	60	0	540
62	141	24	20	0	2780
63	142	19	55	0	2215
63	143	13	14	0	1454
64	144	4	5	0	365
64	145	11	8	0	1208
65	146	10	6	0	1086
65	147	19	56	0	2216
66	148	10	2	0	1082
67	149	18	9	0	2049
67	150	23	10	0	2650
67	151	19	1	0	2161
67	152	5	5	0	485
67	153	17	1	0	1921
67	154	6	43	0	643
68	155	14	13	0	1573
68	156	24	18	0	2778
68	157	20	25	0	2305
68	158	19	5	0	2165
69	159	14	6	0	1566
70	160	9	8	0	968
71	161	18	45	0	2085
71	162	6	99	0	699
71	163	12	61	0	1381
72	164	8	9	0	849
72	165	14	72	0	1632
72	166	17	13	0	1933
73	167	5	19	0	499
74	168	1	71	0	71
74	169	18	75	0	2115
74	170	9	37	0	997
75	171	11	2	0	1202
75	172	1	100	0	100
76	173	23	18	0	2658
77	174	3	4	0	244
77	175	11	15	0	1215
77	176	14	18	0	1578
77	177	16	10	0	1810
77	178	6	56	0	656
77	179	14	6	0	1566
78	180	17	48	0	1968
78	181	9	80	0	1040
78	182	1	9	0	9
79	183	17	2	0	1922
80	184	22	12	0	2532
81	185	16	46	0	1846
81	186	11	7	0	1207
81	187	10	17	0	1097
82	188	14	9	0	1569
83	189	2	5	0	125
83	190	18	1	0	2041
83	191	16	6	0	1806
84	192	8	25	0	865
84	193	11	102	0	1302
84	194	13	39	0	1479
