0	24	100	100	0	50	50	0	0
1	2	15660	26520	1	61	99	22920	26520
2	2	0	7860	3	59	76	4260	7860
3	1	0	10620	5	25	43	7020	10620
4	3	0	8400	6	51	22	4800	8400
5	3	10800	21960	9	25	18	18360	21960
6	2	2400	13320	12	41	99	9720	13320
7	2	9900	21360	14	93	25	17760	21360
8	2	2760	15300	16	83	22	11700	15300
9	1	5460	16380	18	89	10	12780	16380
10	2	11280	25200	19	93	12	21600	25200
11	1	3480	14640	21	92	68	11040	14640
12	4	2160	14640	22	68	2	11040	14640
13	8	0	7380	26	92	6	3780	7380
14	1	0	12660	34	88	83	9060	12660
15	1	15540	27780	35	67	92	24180	27780
16	3	8160	21120	36	2	20	17520	21120
17	3	2100	15900	39	46	20	12300	15900
18	2	2820	16740	42	25	14	13140	16740
19	2	12720	26580	44	30	17	22980	26580
20	3	0	11580	46	46	45	7980	11580
21	1	16500	27780	49	84	24	24180	27780
22	1	8640	23040	50	84	67	19440	23040
23	1	13980	27660	51	64	72	24060	27660
24	1	0	11160	52	86	80	7560	11160
25	3	0	7320	53	7	93	3720	7320
26	1	6780	21120	56	97	71	17520	21120
27	6	0	10260	57	25	75	6660	10260
28	2	0	8940	63	11	36	5340	8940
29	4	9240	20340	65	50	14	16740	20340
30	2	13200	27000	69	24	75	23400	27000
31	5	6480	20460	71	65	68	16860	20460
32	3	12060	26460	76	97	75	22860	26460
33	5	4080	17100	79	60	55	13500	17100
34	7	9420	23220	84	51	73	19620	23220
35	3	4260	15300	91	64	19	11700	15300
36	2	17880	28740	94	6	12	25140	28740
37	2	6660	20100	96	82	94	16500	20100
38	1	8340	19380	98	88	87	15780	19380
39	1	8100	20220	99	80	86	16620	20220
40	2	0	8100	100	98	85	4500	8100
41	1	7800	20700	102	65	16	17100	20700
42	2	13680	28020	103	92	19	24420	28020
43	1	10140	22800	105	100	37	19200	22800
44	4	9780	21600	106	53	76	18000	21600
45	8	5700	18900	110	75	66	15300	18900
46	2	16620	27660	118	96	53	24060	27660
47	2	0	12120	120	16	44	8520	12120
48	2	6240	17820	122	10	12	14220	17820
49	2	0	9900	124	21	73	6300	9900
50	6	8280	21000	126	51	35	17400	21000
51	2	2100	14460	132	9	32	10860	14460
52	4	12840	27120	134	13	8	23520	27120
53	1	360	12780	138	94	29	9180	12780
54	1	1740	12720	139	79	2	9120	12720
55	6	11100	25140	140	39	89	21540	25140
56	1	13740	27000	146	76	91	23400	27000
57	2	0	8880	147	22	32	5280	8880
58	2	0	7740	149	45	82	4140	7740
59	2	8880	20400	151	60	43	16800	20400
60	1	0	12300	153	52	76	8700	12300
61	6	0	10920	154	31	94	7320	10920
62	2	0	11220	160	34	55	7620	11220
63	1	11640	22800	162	35	3	19200	22800
64	4	0	7440	163	23	6	3840	7440
65	4	8160	19500	167	25	10	15900	19500
66	2	0	7740	171	44	72	4140	7740
67	2	0	11100	173	73	52	7500	11100
68	11	14280	28080	175	100	55	24480	28080
69	6	9660	23040	186	73	93	19440	23040
