0	12	100	50	0	50	50	0	0
1	4	16980	24600	1	89	89	21000	24600
2	5	7740	17580	5	52	61	13980	17580
3	6	13740	21900	10	24	65	18300	21900
4	10	17160	24780	16	6	65	21180	24780
5	2	6600	14160	26	60	67	10560	14160
6	2	17220	27540	28	99	1	23940	27540
7	3	6840	15780	30	84	69	12180	15780
8	6	5220	13200	33	54	3	9600	13200
9	1	13500	21900	39	31	8	18300	21900
10	2	13020	23100	40	89	86	19500	23100
11	1	0	8940	42	3	86	5340	8940
12	1	17340	26100	43	13	17	22500	26100
13	2	5880	15180	44	67	45	11580	15180
14	4	13140	21540	46	26	72	17940	21540
15	1	5820	13980	50	97	0	10380	13980
16	1	18120	25620	51	23	10	22020	25620
17	1	0	9180	52	73	3	5580	9180
18	6	15780	26340	53	17	28	22740	26340
19	1	1200	10140	59	12	22	6540	10140
20	2	10920	18780	60	8	51	15180	18780
21	1	6060	13860	62	27	9	10260	13860
22	1	300	8400	63	7	5	4800	8400
23	2	19080	27360	64	7	37	23760	27360
24	2	11280	19980	66	23	27	16380	19980
25	1	0	9840	68	11	80	6240	9840
26	1	13800	21960	69	45	73	18360	21960
27	1	1200	9900	70	48	23	6300	9900
28	5	0	10080	71	17	59	6480	10080
29	2	15540	24960	76	68	67	21360	24960
30	6	2880	11640	78	41	17	8040	11640
31	2	3000	13080	84	15	23	9480	13080
32	4	8280	16860	86	3	81	13260	16860
33	3	5700	12960	90	68	57	9360	12960
34	3	1080	10320	93	53	99	6720	10320
35	4	13140	22560	96	28	80	18960	22560
36	1	2640	10740	100	48	80	7140	10740
37	5	13740	24420	101	78	46	20820	24420
38	1	3780	11160	106	77	76	7560	11160
39	1	5640	15180	107	72	46	11580	15180
40	2	18120	27720	108	73	1	24120	27720
41	2	12300	21540	110	61	71	17940	21540
42	1	10680	18180	112	52	90	14580	18180
43	2	0	8280	113	51	34	4680	8280
44	2	5760	14700	115	59	12	11100	14700
45	4	5820	16560	117	69	2	12960	16560
46	2	3360	13260	121	77	12	9660	13260
47	1	15060	24900	123	41	52	21300	24900
48	3	15360	24600	124	75	31	21000	24600
49	1	6540	14520	127	64	98	10920	14520
50	3	9120	18600	128	45	51	15000	18600
51	1	16740	24840	131	63	88	21240	24840
52	2	10680	19440	132	14	21	15840	19440
53	1	0	8280	134	39	31	4680	8280
54	3	6060	15240	135	79	28	11640	15240
55	4	0	9420	138	65	58	5820	9420
56	1	7320	16080	142	40	41	12480	16080
57	2	3660	11160	143	64	61	7560	11160
58	1	5460	12720	145	93	12	9120	12720
59	3	900	11160	146	19	22	7560	11160
60	1	14940	23040	149	52	61	19440	23040
61	10	10560	18540	150	34	84	14940	18540
62	2	0	7740	160	57	15	4140	7740
63	3	6660	16560	162	25	60	12960	16560
64	4	0	9540	165	53	43	5940	9540
65	4	240	8400	169	33	41	4800	8400
66	1	16200	23820	173	77	51	20220	23820
67	1	780	10860	174	41	6	7260	10860
68	1	16440	24960	175	44	80	21360	24960
69	3	1380	11340	176	12	80	7740	11340
70	2	0	8580	179	87	63	4980	8580
71	3	4200	11820	181	4	52	8220	11820
72	1	4320	12420	184	15	0	8820	12420
73	9	15960	23220	185	80	95	19620	23220
74	1	18300	28800	194	57	1	25200	28800
75	1	11460	19200	195	86	8	15600	19200
76	3	17520	26580	196	61	35	22980	26580
77	3	17520	28200	199	4	15	24600	28200
78	1	15900	25440	202	6	74	21840	25440
79	5	17640	25140	203	48	32	21540	25140
80	1	15840	26160	208	4	43	22560	26160
81	1	13680	20940	209	23	63	17340	20940
82	2	0	7320	210	38	60	3720	7320
83	1	18180	26460	212	8	12	22860	26460
84	8	3540	11280	213	31	5	7680	11280
85	5	11280	20580	221	77	77	16980	20580
86	2	3540	13200	226	78	75	9600	13200
87	3	9060	19140	228	31	21	15540	19140
88	2	20220	27780	231	40	76	24180	27780
89	2	1680	8880	233	46	85	5280	8880
90	4	10380	18000	235	32	10	14400	18000
91	1	4200	12240	239	17	27	8640	12240
92	2	600	10380	240	5	2	6780	10380
93	2	1380	9600	242	98	58	6000	9600
94	2	6840	16680	244	53	29	13080	16680
95	2	900	10800	246	16	70	7200	10800
96	1	5040	15480	248	47	97	11880	15480
97	3	8460	18060	249	62	10	14460	18060
98	1	11700	20700	252	20	26	17100	20700
99	1	13080	23460	253	43	100	19860	23460
100	1	9600	16860	254	19	85	13260	16860
101	1	16500	25440	255	94	68	21840	25440
102	2	4080	12540	256	33	49	8940	12540
103	4	10680	18900	258	18	76	15300	18900
104	6	1740	9660	262	12	4	6060	9660
105	3	6780	17280	268	77	9	13680	17280
106	1	3420	11400	271	14	85	7800	11400
107	1	840	11400	272	2	30	7800	11400
108	2	16620	24540	273	57	71	20940	24540
109	1	16500	25680	275	16	45	22080	25680
110	3	0	7800	276	30	9	4200	7800
111	1	7740	16080	279	65	92	12480	16080
112	2	0	7500	280	54	11	3900	7500
113	3	6840	17220	282	54	90	13620	17220
114	2	3420	11880	285	19	88	8280	11880
115	1	7140	17040	287	52	78	13440	17040
116	5	20280	28380	288	9	49	24780	28380
117	6	5580	13980	293	100	69	10380	13980
118	1	13800	22080	299	34	59	18480	22080
119	2	2040	12420	300	65	41	8820	12420
120	1	17220	27360	302	80	61	23760	27360
121	1	10920	19740	303	69	8	16140	19740
122	1	7680	15240	304	98	61	11640	15240
123	6	9420	17520	305	61	83	13920	17520
124	14	15900	23760	311	40	92	20160	23760
125	1	16200	26340	325	32	73	22740	26340
126	4	11940	22500	326	71	34	18900	22500
127	3	14880	24540	330	61	30	20940	24540
128	1	8220	17400	333	52	34	13800	17400
129	3	10860	18960	334	82	80	15360	18960
130	1	17340	25440	337	32	77	21840	25440
131	4	7920	16200	338	67	70	12600	16200
132	3	3180	11700	342	50	68	8100	11700
133	1	9420	16680	345	9	59	13080	16680
134	5	9780	18420	346	69	71	14820	18420
135	1	2640	10500	351	100	58	6900	10500
136	3	3240	13200	352	46	65	9600	13200
137	1	14820	23760	355	93	92	20160	23760
138	1	4260	12900	356	84	64	9300	12900
139	1	8880	17160	357	41	69	13560	17160
140	4	19080	27960	358	35	55	24360	27960
141	1	5160	15720	362	2	5	12120	15720
142	6	0	7800	363	15	16	4200	7800
143	5	3420	13200	369	93	33	9600	13200
144	1	8460	16920	374	19	52	13320	16920
145	2	21180	28440	375	8	20	24840	28440
146	1	14460	24180	377	61	15	20580	24180
147	1	2340	12720	378	50	18	9120	12720
148	1	13200	24000	379	49	51	20400	24000
149	1	12420	21900	380	16	82	18300	21900
150	1	2100	12600	381	26	42	9000	12600
151	5	4080	14040	382	79	82	10440	14040
152	1	1020	9300	387	67	74	5700	9300
153	1	9540	18600	388	100	35	15000	18600
154	4	5160	13260	389	75	9	9660	13260
155	2	18360	28320	393	19	85	24720	28320
156	1	480	9480	395	71	90	5880	9480
157	1	5400	14460	396	57	67	10860	14460
158	2	0	8580	397	3	57	4980	8580
159	3	8760	17040	399	84	65	13440	17040
160	4	0	7260	402	89	95	3660	7260
161	1	2700	12600	406	71	19	9000	12600
