0	12	100	100	0	50	50	0	0
1	2	1680	12720	1	49	5	9120	12720
2	1	0	10140	3	69	52	6540	10140
3	1	0	10620	4	15	9	7020	10620
4	2	13140	25920	5	64	87	22320	25920
5	3	16440	28500	7	18	93	24900	28500
6	5	8400	20880	10	12	32	17280	20880
7	1	0	9420	15	62	2	5820	9420
8	3	8100	19140	16	36	78	15540	19140
9	1	13800	26160	19	28	77	22560	26160
10	1	720	14040	20	19	27	10440	14040
11	1	6360	19860	21	43	2	16260	19860
12	2	13020	24600	22	63	41	21000	24600
13	2	420	13500	24	33	8	9900	13500
14	2	9660	20820	26	4	99	17220	20820
15	3	6120	19860	28	74	81	16260	19860
16	1	14940	28080	31	80	27	24480	28080
17	5	9120	21540	32	6	91	17940	21540
18	4	6180	19500	37	74	44	15900	19500
19	2	10320	21900	41	18	81	18300	21900
20	1	3120	14520	43	61	82	10920	14520
21	1	10500	23820	44	94	19	20220	23820
22	1	1740	13140	45	48	29	9540	13140
23	3	3960	17640	46	97	81	14040	17640
24	1	0	11700	49	51	57	8100	11700
25	2	5640	18180	50	95	52	14580	18180
26	2	3900	15000	52	98	77	11400	15000
27	1	15120	26040	54	20	7	22440	26040
28	2	0	11640	55	5	82	8040	11640
29	1	1260	13560	57	34	71	9960	13560
30	5	15960	27840	58	97	25	24240	27840
31	4	10140	22980	63	23	15	19380	22980
32	4	11520	23820	67	45	97	20220	23820
33	1	13560	24900	71	65	90	21300	24900
34	4	1080	13680	72	78	37	10080	13680
35	4	9480	23160	76	21	42	19560	23160
36	2	8400	22500	80	29	53	18900	22500
37	1	5220	16620	82	76	34	13020	16620
38	4	16620	27600	83	9	82	24000	27600
39	8	12960	27300	87	74	4	23700	27300
40	3	16560	28380	95	28	67	24780	28380
41	1	0	8460	98	8	74	4860	8460
42	1	11880	25980	99	82	78	22380	25980
43	3	0	12060	100	60	69	8460	12060
44	1	60	13140	103	20	52	9540	13140
45	1	0	10020	104	92	29	6420	10020
46	7	4080	16260	105	7	94	12660	16260
47	1	8460	21240	112	68	90	17640	21240
48	1	3900	17400	113	96	95	13800	17400
49	1	6600	19020	114	95	26	15420	19020
50	1	3000	14340	115	28	15	10740	14340
51	3	5100	17820	116	97	97	14220	17820
52	3	7320	20340	119	76	4	16740	20340
53	4	0	8580	122	73	30	4980	8580
54	2	9780	23520	126	43	73	19920	23520
55	2	0	8760	128	74	54	5160	8760
56	4	4320	15720	130	39	23	12120	15720
57	1	0	13020	134	47	28	9420	13020
58	1	5280	17460	135	42	34	13860	17460
59	1	0	13080	136	77	79	9480	13080
60	2	9060	21060	137	69	2	17460	21060
61	3	0	9360	139	82	82	5760	9360
62	1	1560	14580	142	58	57	10980	14580
63	2	9300	20760	143	79	23	17160	20760
64	2	0	11220	145	4	29	7620	11220
65	1	0	7560	147	89	41	3960	7560
66	1	2760	15120	148	24	4	11520	15120
67	3	10320	21900	149	96	19	18300	21900
68	2	0	12060	152	10	31	8460	12060
69	5	7380	18360	154	25	14	14760	18360
70	3	7740	21960	159	49	24	18360	21960
71	1	0	10440	162	53	84	6840	10440
72	1	2940	14640	163	56	30	11040	14640
73	3	15900	27780	164	20	13	24180	27780
74	1	6780	21000	167	6	90	17400	21000
75	1	15000	27300	168	60	90	23700	27300
