//NbLocations
157
//NbProducts
195
//K: NbBoxesTrolley
8
//NbDimensionsCapacity
1
//B: CapaBox 
40
//A box can accept mixed orders(0: no, 1: yes)
1
//Products
//Idx Location Volume
1 1 1
2 2 1
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 8 1
10 9 1
11 10 1
12 11 1
13 12 1
14 13 1
15 14 1
16 15 1
17 16 1
18 17 1
19 18 1
20 18 1
21 19 1
22 20 1
23 21 1
24 22 1
25 23 1
26 24 1
27 25 1
28 26 1
29 27 1
30 28 1
31 29 1
32 30 1
33 31 1
34 32 1
35 33 1
36 34 1
37 35 1
38 4 1
39 36 1
40 37 1
41 38 1
42 39 1
43 40 1
44 41 1
45 42 1
46 21 1
47 1 1
48 43 1
49 44 1
50 45 1
51 8 1
52 46 1
53 47 1
54 48 1
55 49 1
56 50 1
57 51 1
58 52 1
59 53 1
60 54 1
61 55 1
62 56 1
63 57 1
64 58 1
65 59 1
66 60 1
67 61 1
68 62 1
69 20 1
70 63 1
71 20 1
72 39 1
73 64 1
74 65 1
75 66 1
76 67 1
77 68 1
78 26 1
79 69 1
80 70 1
81 71 1
82 72 1
83 73 1
84 74 1
85 75 1
86 76 1
87 17 1
88 77 1
89 78 1
90 40 1
91 79 1
92 69 1
93 80 1
94 12 1
95 81 1
96 82 1
97 83 1
98 84 1
99 20 1
100 85 1
101 86 1
102 16 1
103 87 1
104 88 1
105 89 1
106 57 1
107 90 1
108 28 1
109 91 1
110 92 1
111 31 1
112 93 1
113 94 1
114 95 1
115 96 1
116 97 1
117 18 1
118 55 1
119 98 1
120 68 1
121 99 1
122 100 1
123 101 1
124 74 1
125 102 1
126 103 1
127 40 1
128 104 1
129 105 1
130 106 1
131 107 1
132 108 1
133 109 1
134 110 1
135 62 1
136 91 1
137 6 1
138 111 1
139 112 1
140 113 1
141 114 1
142 24 1
143 115 1
144 67 1
145 116 1
146 100 1
147 117 1
148 69 1
149 50 1
150 118 1
151 119 1
152 44 1
153 95 1
154 15 1
155 120 1
156 54 1
157 121 1
158 122 1
159 72 1
160 82 1
161 123 1
162 6 1
163 31 1
164 124 1
165 64 1
166 50 1
167 49 1
168 25 1
169 87 1
170 39 1
171 79 1
172 57 1
173 76 1
174 98 1
175 125 1
176 56 1
177 56 1
178 78 1
179 126 1
180 127 1
181 127 1
182 128 1
183 15 1
184 109 1
185 92 1
186 129 1
187 31 1
188 62 1
189 43 1
190 130 1
191 125 1
192 131 1
193 65 1
194 132 1
195 123 1
//Orders
//Nb Orders
13
//Idx M NbProdInOrder ProdIdx1 Qty1 ProdIdx2 Qty2 ...
1 2 23 1 3 2 4 3 3 4 3 5 5 6 4 7 5 8 2 9 3 10 4 11 3 12 3 13 2 14 4 15 4 16 4 17 2 18 5 19 3 20 2 21 5 22 4 23 2 
2 2 23 24 2 25 3 26 4 27 2 28 3 29 3 30 2 31 4 32 3 33 3 34 3 35 3 36 4 37 2 38 3 39 2 40 3 41 2 42 4 43 4 44 2 45 3 46 2 
3 2 16 47 2 48 2 49 3 50 3 51 4 52 4 53 3 54 2 55 4 56 2 57 2 58 3 59 4 60 3 61 2 62 2 
4 2 15 63 2 64 4 65 4 66 2 67 2 68 2 69 4 70 3 71 4 72 2 73 2 74 2 75 3 76 3 77 3 
5 2 14 78 3 79 3 80 3 81 3 82 4 83 3 84 3 85 5 86 3 87 4 88 5 89 4 90 3 91 3 
6 1 14 92 3 93 4 94 3 95 2 96 3 97 3 98 2 99 2 100 2 101 3 102 3 103 3 104 4 105 3 
7 2 14 106 3 107 3 108 4 109 4 110 4 111 4 112 3 113 4 114 3 115 4 116 4 117 3 118 3 119 4 
8 1 13 120 3 121 3 122 4 123 2 124 4 125 3 126 4 127 2 128 2 129 4 130 4 131 3 132 2 
9 2 13 133 4 134 2 135 3 136 3 137 3 138 4 139 3 140 4 141 2 142 4 143 3 144 3 145 4 
10 1 13 146 2 147 3 148 3 149 2 150 4 151 3 152 3 153 3 154 3 155 3 156 3 157 3 158 4 
11 2 13 159 4 160 4 161 3 162 3 163 2 164 3 165 3 166 3 167 3 168 3 169 3 170 3 171 4 
12 1 12 172 3 173 3 174 2 175 2 176 3 177 4 178 4 179 4 180 3 181 3 182 4 183 4 
13 1 12 184 4 185 3 186 2 187 3 188 4 189 2 190 2 191 3 192 3 193 3 194 3 195 2 
//Graph (Products are vertices indexed from 1 to NbLocations)
//NbVerticesIntersections
24
//DepartingDepot
0
//ArrivalDepot
157
//Arcs
//Start End Distance
0 133 2.5
157 133 2.5
0 136 5.59
157 136 5.59
0 139 10.31
157 139 10.31
0 142 15.21
157 142 15.21
0 145 20.16
157 145 20.16
0 148 25.12
157 148 25.12
0 151 30.1
157 151 30.1
0 154 35.09
157 154 35.09
1 71 2.0
1 93 2.0
2 23 1.0
