//NbLocations
242
//NbProducts
433
//K: NbBoxesTrolley
8
//NbDimensionsCapacity
1
//B: CapaBox 
40
//A box can accept mixed orders(0: no, 1: yes)
1
//Products
//Idx Location Volume
1 1 1
2 2 1
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 1
11 11 1
12 12 1
13 13 1
14 14 1
15 15 1
16 16 1
17 17 1
18 4 1
19 18 1
20 16 1
21 13 1
22 19 1
23 20 1
24 21 1
25 22 1
26 23 1
27 24 1
28 25 1
29 26 1
30 27 1
31 28 1
32 29 1
33 30 1
34 31 1
35 32 1
36 16 1
37 33 1
38 34 1
39 35 1
40 36 1
41 37 1
42 38 1
43 39 1
44 40 1
45 41 1
46 42 1
47 43 1
48 5 1
49 44 1
50 45 1
51 16 1
52 46 1
53 47 1
54 48 1
55 49 1
56 50 1
57 51 1
58 52 1
59 29 1
60 53 1
61 54 1
62 55 1
63 56 1
64 57 1
65 58 1
66 59 1
67 60 1
68 61 1
69 62 1
70 63 1
71 64 1
72 65 1
73 66 1
74 9 1
75 67 1
76 68 1
77 69 1
78 70 1
79 25 1
80 3 1
81 7 1
82 34 1
83 71 1
84 8 1
85 72 1
86 73 1
87 74 1
88 75 1
89 76 1
90 77 1
91 78 1
92 79 1
93 3 1
94 80 1
95 81 1
96 82 1
97 83 1
98 84 1
99 73 1
100 77 1
101 2 1
102 39 1
103 5 1
104 85 1
105 86 1
106 87 1
107 88 1
108 13 1
109 89 1
110 90 1
111 91 1
112 92 1
113 93 1
114 94 1
115 95 1
116 96 1
117 97 1
118 98 1
119 99 1
120 100 1
121 101 1
122 101 1
123 102 1
124 43 1
125 103 1
126 104 1
127 105 1
128 106 1
129 107 1
130 39 1
131 108 1
132 109 1
133 110 1
134 111 1
135 112 1
136 78 1
137 64 1
138 15 1
139 26 1
140 101 1
141 75 1
142 113 1
143 114 1
144 31 1
145 11 1
146 115 1
147 116 1
148 58 1
149 117 1
150 71 1
151 118 1
152 96 1
153 119 1
154 120 1
155 121 1
156 115 1
157 122 1
158 123 1
159 124 1
160 125 1
161 126 1
162 127 1
163 128 1
164 21 1
165 129 1
166 37 1
167 53 1
168 130 1
169 131 1
170 115 1
171 132 1
172 133 1
173 112 1
174 134 1
175 135 1
176 119 1
177 116 1
178 136 1
179 44 1
180 137 1
181 138 1
182 139 1
183 75 1
184 140 1
185 141 1
186 142 1
187 105 1
188 143 1
189 116 1
190 144 1
191 140 1
192 145 1
193 58 1
194 117 1
195 92 1
196 115 1
197 90 1
198 142 1
199 45 1
200 89 1
201 72 1
202 43 1
203 146 1
204 147 1
205 111 1
206 148 1
207 149 1
208 150 1
209 40 1
210 151 1
211 152 1
212 13 1
213 36 1
214 153 1
215 125 1
216 154 1
217 155 1
218 29 1
219 52 1
220 156 1
221 135 1
222 145 1
223 157 1
224 144 1
225 45 1
226 23 1
227 158 1
228 4 1
229 8 1
230 159 1
231 10 1
232 42 1
233 4 1
234 140 1
235 160 1
236 136 1
237 92 1
238 76 1
239 37 1
240 161 1
241 40 1
242 162 1
243 147 1
244 46 1
245 163 1
246 124 1
247 52 1
248 164 1
249 120 1
250 165 1
251 166 1
252 167 1
253 96 1
254 22 1
255 168 1
256 169 1
257 167 1
258 100 1
259 170 1
260 84 1
261 171 1
262 172 1
263 101 1
264 144 1
265 173 1
266 27 1
267 109 1
268 174 1
269 175 1
270 176 1
271 177 1
272 97 1
273 95 1
274 106 1
275 63 1
276 126 1
277 127 1
278 178 1
279 179 1
280 180 1
281 181 1
282 182 1
283 183 1
284 8 1
285 146 1
286 184 1
287 168 1
288 185 1
289 138 1
290 78 1
291 162 1
292 186 1
293 135 1
294 187 1
295 36 1
296 103 1
297 131 1
298 126 1
299 92 1
300 92 1
301 122 1
302 188 1
303 189 1
304 190 1
305 191 1
306 157 1
307 48 1
308 192 1
309 176 1
310 64 1
311 154 1
312 193 1
313 145 1
314 50 1
315 166 1
316 194 1
317 167 1
318 27 1
319 195 1
320 151 1
321 101 1
322 149 1
323 196 1
324 161 1
325 197 1
326 198 1
327 154 1
328 52 1
329 70 1
330 49 1
331 75 1
332 199 1
333 127 1
334 101 1
335 34 1
336 115 1
337 128 1
338 23 1
339 192 1
340 34 1
341 105 1
342 142 1
343 110 1
344 200 1
345 123 1
346 154 1
347 170 1
348 96 1
349 113 1
350 176 1
351 29 1
352 201 1
353 202 1
354 203 1
355 75 1
356 204 1
357 186 1
358 89 1
359 173 1
360 174 1
361 83 1
362 162 1
363 91 1
364 119 1
365 47 1
366 79 1
367 205 1
368 128 1
369 197 1
370 177 1
371 17 1
372 113 1
373 67 1
374 19 1
375 177 1
376 200 1
377 172 1
378 88 1
379 206 1
380 6 1
381 65 1
382 4 1
383 126 1
384 207 1
385 6 1
386 158 1
387 22 1
388 110 1
