//NbLocations
160
//NbProducts
183
//K: NbBoxesTrolley
8
//NbDimensionsCapacity
1
//B: CapaBox 
40
//A box can accept mixed orders(0: no, 1: yes)
1
//Products
//Idx Location Volume
1 1 1
2 2 1
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 8 1
10 9 1
11 10 1
12 11 1
13 12 1
14 13 1
15 14 1
16 15 1
17 16 1
18 17 1
19 18 1
20 18 1
21 19 1
22 20 1
23 21 1
24 22 1
25 23 1
26 24 1
27 25 1
28 26 1
29 27 1
30 28 1
31 29 1
32 30 1
33 31 1
34 32 1
35 33 1
36 34 1
37 35 1
38 4 1
39 36 1
40 37 1
41 38 1
42 39 1
43 40 1
44 41 1
45 42 1
46 21 1
47 43 1
48 44 1
49 45 1
50 46 1
51 31 1
52 47 1
53 48 1
54 18 1
55 49 1
56 50 1
57 12 1
58 51 1
59 2 1
60 52 1
61 53 1
62 54 1
63 55 1
64 46 1
65 48 1
66 56 1
67 57 1
68 58 1
69 59 1
70 60 1
71 16 1
72 3 1
73 61 1
74 62 1
75 54 1
76 63 1
77 57 1
78 64 1
79 3 1
80 65 1
81 66 1
82 67 1
83 68 1
84 69 1
85 70 1
86 71 1
87 72 1
88 73 1
89 74 1
90 75 1
91 76 1
92 24 1
93 77 1
94 78 1
95 79 1
96 80 1
97 81 1
98 82 1
99 83 1
100 38 1
101 47 1
102 84 1
103 1 1
104 54 1
105 55 1
106 8 1
107 85 1
108 43 1
109 86 1
110 79 1
111 87 1
112 88 1
113 89 1
114 90 1
115 91 1
116 87 1
117 92 1
118 93 1
119 94 1
120 95 1
121 96 1
122 17 1
123 97 1
124 98 1
125 81 1
126 99 1
127 100 1
128 98 1
129 101 1
130 102 1
131 103 1
132 104 1
133 105 1
134 106 1
135 107 1
136 108 1
137 109 1
138 110 1
139 111 1
140 112 1
141 113 1
142 114 1
143 115 1
144 65 1
145 99 1
146 53 1
147 12 1
148 116 1
149 71 1
150 20 1
151 117 1
152 118 1
153 119 1
154 120 1
155 29 1
156 109 1
157 80 1
158 24 1
159 121 1
160 122 1
161 5 1
162 123 1
163 124 1
164 125 1
165 121 1
166 111 1
167 126 1
168 127 1
169 128 1
170 129 1
171 45 1
172 130 1
173 86 1
174 131 1
175 90 1
176 132 1
177 133 1
178 4 1
179 62 1
180 134 1
181 76 1
182 135 1
183 92 1
//Orders
//Nb Orders
15
//Idx M NbProdInOrder ProdIdx1 Qty1 ProdIdx2 Qty2 ...
1 2 23 1 3 2 4 3 3 4 3 5 5 6 4 7 5 8 2 9 3 10 4 11 3 12 3 13 2 14 4 15 4 16 4 17 2 18 5 19 3 20 2 21 5 22 4 23 2 
2 2 23 24 2 25 3 26 4 27 2 28 3 29 3 30 2 31 4 32 3 33 3 34 3 35 3 36 4 37 2 38 3 39 2 40 3 41 2 42 4 43 4 44 2 45 3 46 2 
3 1 12 47 3 48 3 49 3 50 3 51 2 52 3 53 2 54 3 55 3 56 4 57 3 58 2 
4 1 11 59 4 60 4 61 4 62 4 63 3 64 3 65 3 66 3 67 4 68 3 69 4 
5 1 11 70 4 71 4 72 4 73 4 74 4 75 3 76 4 77 2 78 4 79 2 80 4 
6 1 11 81 3 82 4 83 5 84 3 85 3 86 3 87 3 88 4 89 4 90 3 91 5 
7 1 11 92 3 93 3 94 3 95 3 96 2 97 4 98 4 99 4 100 3 101 3 102 4 
8 1 11 103 2 104 3 105 3 106 4 107 3 108 2 109 3 110 4 111 3 112 2 113 2 
9 1 11 114 3 115 3 116 2 117 3 118 4 119 3 120 4 121 3 122 3 123 4 124 3 
10 1 10 125 2 126 3 127 3 128 4 129 3 130 4 131 3 132 2 133 2 134 4 
11 1 10 135 3 136 4 137 2 138 3 139 2 140 4 141 3 142 4 143 5 144 2 
12 1 10 145 3 146 4 147 3 148 3 149 2 150 2 151 2 152 3 153 4 154 3 
13 1 10 155 5 156 4 157 3 158 3 159 5 160 4 161 4 162 4 163 3 164 3 
14 1 10 165 4 166 4 167 4 168 3 169 4 170 4 171 3 172 4 173 2 174 4 
15 1 9 175 3 176 3 177 3 178 3 179 2 180 2 181 4 182 3 183 3 
//Graph (Products are vertices indexed from 1 to NbLocations)
//NbVerticesIntersections
24
//DepartingDepot
0
//ArrivalDepot
160
//Arcs
//Start End Distance
0 136 2.5
160 136 2.5
0 139 5.59
160 139 5.59
0 142 10.31
160 142 10.31
0 145 15.21
160 145 15.21
0 148 20.16
160 148 20.16
0 151 25.12
160 151 25.12
0 154 30.1
160 154 30.1
0 157 35.09
160 157 35.09
1 44 1.0
1 104 1.0
2 23 1.0
2 87 1.0
3 101 1.0
3 126 2.0
4 9 1.0
4 81 1.0
5 34 2.0
5 129 1.0
6 18 4.0
6 45 1.0
7 107 2.0
7 118 6.0
8 75 1.0
8 83 4.0
9 4 1.0
