//NbLocations
90
//NbProducts
80
//K: NbBoxesTrolley
8
//NbDimensionsCapacity
1
//B: CapaBox 
40
//A box can accept mixed orders(0: no, 1: yes)
1
//Products
//Idx Location Volume
1 1 1
2 2 1
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 8 1
10 9 1
11 10 1
12 11 1
13 12 1
14 13 1
15 14 1
16 15 1
17 16 1
18 17 1
19 18 1
20 18 1
21 19 1
22 20 1
23 21 1
24 22 1
25 23 1
26 24 1
27 25 1
28 26 1
29 27 1
30 28 1
31 29 1
32 30 1
33 31 1
34 32 1
35 33 1
36 34 1
37 35 1
38 4 1
39 36 1
40 37 1
41 38 1
42 39 1
43 40 1
44 41 1
45 42 1
46 21 1
47 43 1
48 44 1
49 45 1
50 46 1
51 31 1
52 47 1
53 48 1
54 18 1
55 49 1
56 50 1
57 12 1
58 51 1
59 2 1
60 52 1
61 53 1
62 54 1
63 55 1
64 46 1
65 48 1
66 56 1
67 57 1
68 58 1
69 59 1
70 60 1
71 16 1
72 3 1
73 61 1
74 62 1
75 54 1
76 63 1
77 57 1
78 64 1
79 3 1
80 65 1
//Orders
//Nb Orders
5
//Idx M NbProdInOrder ProdIdx1 Qty1 ProdIdx2 Qty2 ...
1 2 23 1 3 2 4 3 3 4 3 5 5 6 4 7 5 8 2 9 3 10 4 11 3 12 3 13 2 14 4 15 4 16 4 17 2 18 5 19 3 20 2 21 5 22 4 23 2 
2 2 23 24 2 25 3 26 4 27 2 28 3 29 3 30 2 31 4 32 3 33 3 34 3 35 3 36 4 37 2 38 3 39 2 40 3 41 2 42 4 43 4 44 2 45 3 46 2 
3 1 12 47 3 48 3 49 3 50 3 51 2 52 3 53 2 54 3 55 3 56 4 57 3 58 2 
4 1 11 59 4 60 4 61 4 62 4 63 3 64 3 65 3 66 3 67 4 68 3 69 4 
5 1 11 70 4 71 4 72 4 73 4 74 4 75 3 76 4 77 2 78 4 79 2 80 4 
//Graph (Products are vertices indexed from 1 to NbLocations)
//NbVerticesIntersections
24
//DepartingDepot
0
//ArrivalDepot
90
//Arcs
//Start End Distance
0 66 2.5
90 66 2.5
0 69 5.59
90 69 5.59
0 72 10.31
90 72 10.31
0 75 15.21
90 75 15.21
0 78 20.16
90 78 20.16
0 81 25.12
90 81 25.12
0 84 30.1
90 84 30.1
0 87 35.09
90 87 35.09
1 44 1.0
1 70 12.0
2 23 1.0
2 36 2.0
3 19 3.0
3 53 4.0
4 9 1.0
4 30 3.0
5 34 2.0
5 71 6.0
6 18 4.0
6 45 1.0
7 42 12.0
7 89 4.0
8 43 5.0
8 55 5.0
9 4 1.0
9 47 1.0
10 34 1.0
10 48 6.0
11 62 5.0
11 76 2.0
12 51 5.0
12 67 12.0
13 64 1.0
13 81 2.0
14 55 3.0
14 80 2.0
15 58 1.0
15 64 3.0
16 21 1.0
16 27 4.0
17 33 2.0
17 37 2.0
18 6 4.0
18 73 3.0
19 3 3.0
19 33 1.0
20 32 5.0
20 58 6.0
21 16 1.0
21 35 2.0
22 65 4.0
22 73 2.0
23 2 1.0
23 74 7.0
24 40 2.0
24 76 7.0
25 49 1.0
25 54 3.0
26 57 1.0
26 87 7.0
27 16 4.0
27 82 2.0
28 47 3.0
28 66 2.0
29 60 4.0
29 72 6.0
30 4 3.0
30 67 10.0
31 41 1.0
31 52 3.0
32 20 5.0
32 82 2.0
33 17 2.0
33 19 1.0
34 5 2.0
34 10 1.0
35 21 2.0
35 61 4.0
36 2 2.0
36 45 1.0
37 17 2.0
37 85 2.0
38 44 3.0
38 69 4.0
39 62 4.0
39 77 8.0
40 24 2.0
40 54 2.0
41 31 1.0
41 56 7.0
42 7 12.0
42 88 3.0
43 8 5.0
43 79 4.0
44 1 1.0
44 38 3.0
45 6 1.0
45 36 1.0
46 53 1.0
46 63 1.0
47 9 1.0
47 28 3.0
48 10 6.0
48 70 4.0
49 25 1.0
49 75 5.0
50 78 5.0
50 79 15.0
51 12 5.0
51 68 2.0
52 31 3.0
52 85 4.0
53 3 4.0
53 46 1.0
54 25 3.0
54 40 2.0
55 8 5.0
55 14 3.0
56 41 7.0
56 86 4.0
57 26 1.0
57 59 6.0
58 15 1.0
58 20 6.0
59 57 6.0
59 88 6.0
60 29 4.0
60 65 4.0
61 35 4.0
61 83 6.0
62 11 5.0
62 39 4.0
63 46 1.0
63 84 4.0
64 13 1.0
64 15 3.0
65 22 4.0
65 60 4.0
66 0 2.5
66 90 2.5
66 28 2.0
66 69 5.0
67 12 12.0
67 30 10.0
67 70 5.0
68 51 2.0
68 71 5.0
69 0 5.59
69 90 5.59
69 38 4.0
69 66 5.0
69 72 5.0
70 1 12.0
70 48 4.0
70 67 5.0
70 73 5.0
71 5 6.0
71 68 5.0
71 74 5.0
72 0 10.31
72 90 10.31
72 29 6.0
