//NbLocations
183
//NbProducts
230
//K: NbBoxesTrolley
8
//NbDimensionsCapacity
1
//B: CapaBox 
40
//A box can accept mixed orders(0: no, 1: yes)
1
//Products
//Idx Location Volume
1 1 1
2 2 1
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 1
11 11 1
12 12 1
13 13 1
14 14 1
15 15 1
16 16 1
17 17 1
18 18 1
19 19 1
20 20 1
21 21 1
22 22 1
23 23 1
24 24 1
25 25 1
26 26 1
27 27 1
28 28 1
29 29 1
30 30 1
31 31 1
32 32 1
33 9 1
34 33 1
35 34 1
36 35 1
37 36 1
38 17 1
39 3 1
40 7 1
41 27 1
42 37 1
43 8 1
44 38 1
45 39 1
46 40 1
47 41 1
48 42 1
49 43 1
50 44 1
51 45 1
52 3 1
53 46 1
54 47 1
55 48 1
56 49 1
57 50 1
58 39 1
59 43 1
60 2 1
61 51 1
62 5 1
63 52 1
64 53 1
65 54 1
66 55 1
67 56 1
68 57 1
69 58 1
70 59 1
71 60 1
72 61 1
73 62 1
74 63 1
75 64 1
76 65 1
77 66 1
78 67 1
79 68 1
80 69 1
81 70 1
82 71 1
83 72 1
84 73 1
85 74 1
86 75 1
87 76 1
88 77 1
89 78 1
90 79 1
91 80 1
92 81 1
93 82 1
94 41 1
95 83 1
96 84 1
97 85 1
98 86 1
99 87 1
100 77 1
101 88 1
102 83 1
103 89 1
104 90 1
105 91 1
106 60 1
107 70 1
108 58 1
109 85 1
110 92 1
111 57 1
112 38 1
113 93 1
114 94 1
115 95 1
116 96 1
117 97 1
118 98 1
119 99 1
120 100 1
121 101 1
122 102 1
123 56 1
124 29 1
125 103 1
126 104 1
127 105 1
128 106 1
129 64 1
130 14 1
131 107 1
132 108 1
133 109 1
134 68 1
135 110 1
136 50 1
137 111 1
138 112 1
139 69 1
140 88 1
141 113 1
142 19 1
143 114 1
144 115 1
145 116 1
146 117 1
147 118 1
148 65 1
149 63 1
150 119 1
151 120 1
152 121 1
153 122 1
154 123 1
155 105 1
156 124 1
157 89 1
158 125 1
159 126 1
160 127 1
161 109 1
162 19 1
163 128 1
164 101 1
165 69 1
166 98 1
167 129 1
168 130 1
169 131 1
170 132 1
171 105 1
172 133 1
173 36 1
174 134 1
175 41 1
176 135 1
177 122 1
178 69 1
179 27 1
180 70 1
181 136 1
182 15 1
183 137 1
184 27 1
185 86 1
186 85 1
187 138 1
188 139 1
189 140 1
190 49 1
191 141 1
192 59 1
193 76 1
194 142 1
195 45 1
196 143 1
197 136 1
198 131 1
199 118 1
200 144 1
201 145 1
202 33 1
203 146 1
204 118 1
205 139 1
206 112 1
207 55 1
208 147 1
209 6 1
210 148 1
211 4 1
212 121 1
213 149 1
214 55 1
215 150 1
216 142 1
217 151 1
218 152 1
219 153 1
220 154 1
221 155 1
222 22 1
223 27 1
224 34 1
225 156 1
226 156 1
227 157 1
228 139 1
229 38 1
230 158 1
//Orders
//Nb Orders
50
//Idx M NbProdInOrder ProdIdx1 Qty1 ProdIdx2 Qty2 ...
1 1 12 1 3 2 3 3 4 4 3 5 2 6 3 7 3 8 2 9 3 10 3 11 4 12 3 
2 1 10 13 2 14 3 15 3 16 4 17 3 18 4 19 3 20 2 21 2 22 4 
3 1 9 23 4 24 3 25 4 26 2 27 3 28 2 29 2 30 4 31 2 
4 1 7 32 3 33 3 34 3 35 2 36 2 37 3 38 4 
5 1 7 39 4 40 3 41 2 42 2 43 3 44 4 45 2 
6 1 7 46 3 47 4 48 5 49 3 50 3 51 4 52 4 
7 1 7 53 3 54 3 55 3 56 2 57 4 58 3 59 3 
8 1 7 60 3 61 3 62 3 63 3 64 2 65 4 66 4 
9 1 7 67 2 68 4 69 2 70 3 71 2 72 2 73 3 
10 1 7 74 1 75 2 76 2 77 2 78 1 79 2 80 2 
11 1 6 81 3 82 3 83 4 84 3 85 3 86 3 
12 1 6 87 2 88 4 89 4 90 2 91 3 92 2 
13 1 6 93 4 94 4 95 2 96 4 97 4 98 3 
14 1 6 99 4 100 3 101 3 102 2 103 2 104 4 
15 1 6 105 3 106 3 107 3 108 4 109 2 110 3 
16 1 6 111 1 112 1 113 1 114 2 115 2 116 1 
17 1 6 117 5 118 3 119 4 120 3 121 3 122 4 
18 1 6 123 2 124 3 125 3 126 4 127 4 128 3 
19 1 5 129 3 130 3 131 3 132 3 133 3 
20 1 5 134 2 135 2 136 4 137 3 138 4 
21 1 5 139 4 140 3 141 3 142 4 143 4 
22 1 5 144 4 145 5 146 4 147 4 148 3 
23 1 5 149 3 150 2 151 3 152 2 153 3 
24 1 4 154 5 155 3 156 3 157 4 
25 1 4 158 3 159 4 160 2 161 2 
26 1 4 162 4 163 2 164 3 165 3 
27 1 4 166 4 167 3 168 4 169 4 
28 1 4 170 4 171 4 172 3 173 3 
