//NbLocations
104
//NbProducts
91
//K: NbBoxesTrolley
8
//NbDimensionsCapacity
1
//B: CapaBox 
40
//A box can accept mixed orders(0: no, 1: yes)
1
//Products
//Idx Location Volume
1 1 1
2 2 1
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 8 1
10 9 1
11 10 1
12 11 1
13 12 1
14 13 1
15 14 1
16 15 1
17 16 1
18 17 1
19 18 1
20 18 1
21 19 1
22 20 1
23 21 1
24 22 1
25 23 1
26 24 1
27 25 1
28 26 1
29 27 1
30 28 1
31 29 1
32 30 1
33 31 1
34 32 1
35 33 1
36 34 1
37 35 1
38 4 1
39 36 1
40 37 1
41 38 1
42 39 1
43 40 1
44 41 1
45 42 1
46 21 1
47 1 1
48 43 1
49 44 1
50 45 1
51 8 1
52 46 1
53 47 1
54 48 1
55 49 1
56 50 1
57 51 1
58 52 1
59 53 1
60 54 1
61 55 1
62 56 1
63 57 1
64 58 1
65 59 1
66 60 1
67 61 1
68 62 1
69 20 1
70 63 1
71 20 1
72 39 1
73 64 1
74 65 1
75 66 1
76 67 1
77 68 1
78 26 1
79 69 1
80 70 1
81 71 1
82 72 1
83 73 1
84 74 1
85 75 1
86 76 1
87 17 1
88 77 1
89 78 1
90 40 1
91 79 1
//Orders
//Nb Orders
5
//Idx M NbProdInOrder ProdIdx1 Qty1 ProdIdx2 Qty2 ...
1 2 23 1 3 2 4 3 3 4 3 5 5 6 4 7 5 8 2 9 3 10 4 11 3 12 3 13 2 14 4 15 4 16 4 17 2 18 5 19 3 20 2 21 5 22 4 23 2 
2 2 23 24 2 25 3 26 4 27 2 28 3 29 3 30 2 31 4 32 3 33 3 34 3 35 3 36 4 37 2 38 3 39 2 40 3 41 2 42 4 43 4 44 2 45 3 46 2 
3 2 16 47 2 48 2 49 3 50 3 51 4 52 4 53 3 54 2 55 4 56 2 57 2 58 3 59 4 60 3 61 2 62 2 
4 2 15 63 2 64 4 65 4 66 2 67 2 68 2 69 4 70 3 71 4 72 2 73 2 74 2 75 3 76 3 77 3 
5 2 14 78 3 79 3 80 3 81 3 82 4 83 3 84 3 85 5 86 3 87 4 88 5 89 4 90 3 91 3 
//Graph (Products are vertices indexed from 1 to NbLocations)
//NbVerticesIntersections
24
//DepartingDepot
0
//ArrivalDepot
104
//Arcs
//Start End Distance
0 80 2.5
104 80 2.5
0 83 5.59
104 83 5.59
0 86 10.31
104 86 10.31
0 89 15.21
104 89 15.21
0 92 20.16
104 92 20.16
0 95 25.12
104 95 25.12
0 98 30.1
104 98 30.1
0 101 35.09
104 101 35.09
1 71 2.0
1 84 12.0
2 23 1.0
2 54 1.0
3 19 3.0
3 64 6.0
4 9 1.0
4 30 3.0
5 34 2.0
5 78 3.0
6 18 4.0
6 36 2.0
7 42 12.0
7 103 4.0
8 51 5.0
8 62 2.0
9 4 1.0
9 28 4.0
10 34 1.0
10 58 3.0
11 55 4.0
11 90 2.0
12 52 4.0
12 53 3.0
13 15 4.0
13 95 2.0
14 45 3.0
14 94 2.0
15 13 4.0
15 43 3.0
16 21 1.0
16 68 1.0
17 33 2.0
17 37 2.0
18 6 4.0
18 87 3.0
19 3 3.0
19 33 1.0
20 32 5.0
20 46 3.0
21 16 1.0
21 35 2.0
22 75 5.0
22 87 2.0
23 2 1.0
23 88 7.0
24 40 2.0
24 90 7.0
25 44 3.0
25 63 1.0
26 61 1.0
26 102 13.0
27 68 3.0
27 96 2.0
28 9 4.0
28 80 2.0
29 49 1.0
29 75 7.0
30 4 3.0
30 50 4.0
31 41 1.0
31 56 4.0
32 20 5.0
32 96 2.0
33 17 2.0
33 19 1.0
34 5 2.0
34 10 1.0
35 21 2.0
35 97 10.0
36 6 2.0
36 54 1.0
37 17 2.0
37 99 2.0
38 72 1.0
38 83 4.0
39 55 5.0
39 59 1.0
40 24 2.0
40 44 2.0
41 31 1.0
41 60 2.0
42 7 12.0
42 102 3.0
43 15 3.0
43 46 1.0
44 25 3.0
44 40 2.0
45 14 3.0
45 62 3.0
46 20 3.0
46 43 1.0
47 50 2.0
47 81 4.0
48 64 2.0
48 98 2.0
49 29 1.0
49 65 3.0
50 30 4.0
50 47 2.0
51 8 5.0
51 93 4.0
52 12 4.0
52 70 3.0
53 12 3.0
53 77 1.0
54 2 1.0
54 36 1.0
55 11 4.0
55 39 5.0
56 31 4.0
56 99 3.0
57 70 1.0
57 76 1.0
58 10 3.0
58 73 1.0
59 39 1.0
59 67 4.0
60 41 2.0
60 100 9.0
61 26 1.0
61 74 2.0
62 8 2.0
62 45 3.0
63 25 1.0
63 89 5.0
64 3 6.0
64 48 2.0
65 49 3.0
65 86 2.0
66 67 1.0
66 91 2.0
67 59 4.0
67 66 1.0
68 16 1.0
68 27 3.0
69 92 13.0
69 93 7.0
70 52 3.0
70 57 1.0
