//alpha
1
//NbLocations
88
//NbProducts
33
//NbPickers
2
//CapaPicker
12
//TimeToTravelOneDistanceUnit
3
//SetupTime
5400
//PickTime
300
//Products
//Idx Location Size
1 1 1
2 2 1
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 1
11 11 1
12 12 1
13 13 1
14 14 1
15 15 1
16 16 1
17 17 1
18 18 1
19 19 1
20 20 1
21 21 1
22 22 1
23 23 1
24 24 1
25 25 1
26 26 1
27 27 1
28 28 1
29 29 1
30 30 1
31 31 1
32 32 1
33 33 1
//Orders
//NbOrders
6
//Idx DueDate TardinessPenalty NbProdInOrder ProdIdx1 Qty1 ProdIdx2 Qty2 ...
1 144000 0 12 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1 10 1 11 1 12 1
2 126000 0 3 13 1 14 1 15 1
3 72000 0 6 16 1 17 1 18 1 19 1 20 1 21 1
4 90000 0 1 22 1
5 108000 0 1 23 1
6 108000 0 10 24 1 25 1 26 1 27 1 28 1 29 1 30 1 31 1 32 1 33 1
//Graph (Products are vertices indexed from 1 to NbProducts)
//NbVerticesIntersections
54
//DepartingDepot
0
//ArrivalDepot
88
//Arcs
//Start End Distance
0 34 120
1 27 169
1 35 115
2 29 780
2 30 182
3 22 130
3 38 1012
4 11 26
4 28 247
5 46 505
5 47 726
6 32 455
6 51 648
7 14 559
7 44 505
8 10 117
8 31 299
9 35 310
9 36 921
10 8 117
10 13 286
11 4 26
11 23 52
12 67 232
12 68 999
13 10 286
13 40 206
14 7 559
14 45 167
15 26 91
15 34 544
16 25 299
16 52 479
17 68 752
17 69 479
18 58 1038
18 59 193
19 28 0
19 42 739
20 31 130
20 41 193
21 70 1194
21 71 37
22 3 130
22 39 89
23 11 52
23 41 167
24 49 128
24 50 1103
25 16 299
25 53 453
26 15 91
26 27 312
27 1 169
27 26 312
28 4 247
28 19 0
29 2 780
29 33 39
30 2 182
30 38 167
31 8 299
31 20 130
32 6 455
32 50 128
33 29 39
33 37 63
34 15 544
34 37 48
34 88 120
35 1 115
35 9 310
35 38 48
36 9 921
36 39 48
37 33 63
37 34 48
37 40 48
38 3 1012
38 30 167
38 35 48
38 41 48
39 22 89
39 36 48
39 42 48
40 13 206
40 37 48
40 43 48
41 20 193
41 23 167
41 38 48
41 44 48
42 19 739
42 39 48
42 45 48
43 40 48
43 44 1231
43 46 48
44 7 505
44 41 48
44 43 1231
44 47 48
45 14 167
45 42 48
45 48 48
46 5 505
46 43 48
46 49 48
47 5 726
47 44 48
47 48 1231
47 50 48
48 45 48
48 47 1231
48 51 48
49 24 128
49 46 48
49 52 48
50 24 1103
50 32 128
50 47 48
50 53 48
51 6 648
51 48 48
51 54 48
52 16 479
52 49 48
52 55 48
53 25 453
53 50 48
53 54 1231
53 56 48
54 51 48
54 53 1231
54 57 48
55 52 48
55 56 1231
55 58 48
56 53 48
56 55 1231
56 57 1231
56 59 48
57 54 48
57 56 1231
57 60 48
58 18 1038
58 55 48
58 61 48
59 18 193
59 56 48
59 60 1231
59 62 48
60 57 48
60 59 1231
60 63 48
61 58 48
61 62 1231
61 64 48
62 59 48
62 61 1231
62 63 1231
62 65 48
63 60 48
63 62 1231
63 66 48
64 61 48
64 65 1231
64 67 48
65 62 48
65 64 1231
65 66 1231
65 68 48
66 63 48
66 65 1231
66 69 48
67 12 232
67 64 48
67 70 48
68 12 999
68 17 752
68 65 48
68 71 48
69 17 479
69 66 48
69 72 48
70 21 1194
70 67 48
70 73 48
71 21 37
71 68 48
71 72 1231
71 74 48
72 69 48
72 71 1231
72 75 48
73 70 48
73 74 1231
73 76 48
74 71 48
74 73 1231
74 75 1231
74 77 48
75 72 48
75 74 1231
75 78 48
76 73 48
76 77 1231
76 79 48
77 74 48
77 76 1231
77 78 1231
77 80 48
78 75 48
78 77 1231
78 81 48
79 76 48
79 80 1231
79 82 48
80 77 48
80 79 1231
80 81 1231
80 83 48
81 78 48
81 80 1231
81 84 48
82 79 48
82 83 1231
82 85 48
83 80 48
83 82 1231
83 84 1231
83 86 48
84 81 48
84 83 1231
84 87 48
85 82 48
85 86 1231
86 83 48
86 85 1231
86 87 1231
87 84 48
87 86 1231
//LocStart LocEnd ShortestPath
0 0 0
0 1 1236
0 2 1050
0 3 2411
0 4 1692
0 5 817
0 6 2174
0 7 2000
0 8 825
0 9 1661
0 10 708
0 11 1666
0 12 880
0 13 422
0 14 2559
0 15 664
0 16 887
0 17 2631
0 18 1542
0 19 1939
0 20 1254
0 21 1890
0 22 2541
0 23 1614
0 24 488
0 25 1186
0 26 755
0 27 1067
0 28 1939
0 29 270
0 30 1232
0 31 1124
0 32 1719
0 33 231
0 34 120
0 35 1351
0 36 2582
0 37 168
0 38 1399
0 39 2630
0 40 216
0 41 1447
0 42 2678
