//alpha
1
//NbLocations
35
//NbProducts
17
//NbPickers
2
//CapaPicker
4
//TimeToTravelOneDistanceUnit
3
//SetupTime
5400
//PickTime
300
//Products
//Idx Location Size
1 1 1
2 2 1
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 2 1
9 8 1
10 9 1
11 10 1
12 11 1
13 12 1
14 13 1
15 14 1
16 15 1
17 16 1
//Orders
//NbOrders
6
//Idx DueDate TardinessPenalty NbProdInOrder ProdIdx1 Qty1 ProdIdx2 Qty2 ...
1 90000 0 2 1 1 2 1
2 54000 0 1 3 1
3 126000 0 4 4 1 5 1 6 1 7 1
4 90000 0 4 8 1 9 1 10 1 11 1
5 126000 0 2 12 1 13 1
6 126000 0 4 14 1 15 1 16 1 17 1
//Graph (Products are vertices indexed from 1 to NbProducts)
//NbVerticesIntersections
18
//DepartingDepot
0
//ArrivalDepot
35
//Arcs
//Start End Distance
0 17 120
1 21 206
1 22 245
2 9 13
2 27 310
3 13 156
3 30 63
4 7 0
4 15 39
5 16 208
5 19 180
6 10 143
6 18 258
7 4 0
7 20 37
8 10 0
8 17 50
9 2 13
9 26 128
10 6 143
10 8 0
11 12 299
11 33 63
12 11 299
12 32 89
13 3 156
13 31 232
14 24 37
14 25 414
15 4 39
15 21 375
16 5 208
16 18 63
17 8 50
17 20 48
17 35 120
18 6 258
18 16 63
18 21 48
19 5 180
19 22 48
20 7 37
20 17 48
20 23 48
21 1 206
21 15 375
21 18 48
21 24 48
22 1 245
22 19 48
22 25 48
23 20 48
23 24 451
23 26 48
24 14 37
24 21 48
24 23 451
24 27 48
25 14 414
25 22 48
25 28 48
26 9 128
26 23 48
26 29 48
27 2 310
27 24 48
27 28 451
27 30 48
28 25 48
28 27 451
28 31 48
29 26 48
29 30 451
29 32 48
30 3 63
30 27 48
30 29 451
30 33 48
31 13 232
31 28 48
31 34 48
32 12 89
32 29 48
33 11 63
33 30 48
33 34 451
34 31 48
34 33 451
//LocStart LocEnd ShortestPath
0 0 0
0 1 825
0 2 405
0 3 826
0 4 205
0 5 842
0 6 313
0 7 205
0 8 170
0 9 392
0 10 170
0 11 748
0 12 449
0 13 982
0 14 704
0 15 244
0 16 634
0 17 120
0 18 571
0 19 1022
0 20 168
0 21 619
0 22 1070
0 23 216
0 24 667
0 25 1118
0 26 264
0 27 715
0 28 1166
0 29 312
0 30 763
0 31 1214
0 32 360
0 33 811
0 34 1262
0 35 0
1 0 825
1 1 0
1 2 612
1 3 413
1 4 620
1 5 473
1 6 512
1 7 620
1 8 655
1 9 625
1 10 655
1 11 461
1 12 760
1 13 569
1 14 291
1 15 581
1 16 317
1 17 705
1 18 254
1 19 293
1 20 657
1 21 206
1 22 245
1 23 705
1 24 254
1 25 293
1 26 753
1 27 302
1 28 341
1 29 801
1 30 350
1 31 389
1 32 849
1 33 398
1 34 437
1 35 825
2 0 405
2 1 612
2 2 0
2 3 421
2 4 274
2 5 725
2 6 478
2 7 274
2 8 335
2 9 13
2 10 335
2 11 469
2 12 326
2 13 577
2 14 395
2 15 313
2 16 517
2 17 285
2 18 454
2 19 905
2 20 237
2 21 406
2 22 857
2 23 189
2 24 358
2 25 809
2 26 141
2 27 310
2 28 761
2 29 189
2 30 358
2 31 809
2 32 237
2 33 406
2 34 857
2 35 405
3 0 826
3 1 413
3 2 421
3 3 0
3 4 621
3 5 526
3 6 513
3 7 621
3 8 656
3 9 434
3 10 656
3 11 174
3 12 473
3 13 156
3 14 196
3 15 582
3 16 318
3 17 706
3 18 255
3 19 580
3 20 658
3 21 207
3 22 532
3 23 610
3 24 159
3 25 484
3 26 562
3 27 111
3 28 436
3 29 514
3 30 63
3 31 388
3 32 562
3 33 111
3 34 436
3 35 826
4 0 205
4 1 620
4 2 274
4 3 621
4 4 0
4 5 733
4 6 278
4 7 0
4 8 135
4 9 261
4 10 135
4 11 617
4 12 318
4 13 777
4 14 499
4 15 39
4 16 525
4 17 85
4 18 462
4 19 913
4 20 37
4 21 414
4 22 865
4 23 85
4 24 462
4 25 913
4 26 133
4 27 510
4 28 961
4 29 181
4 30 558
4 31 1009
4 32 229
4 33 606
4 34 1057
4 35 205
5 0 842
5 1 473
5 2 725
5 3 526
5 4 733
5 5 0
5 6 529
5 7 733
5 8 672
5 9 738
5 10 672
5 11 574
5 12 873
5 13 604
5 14 404
5 15 694
5 16 208
5 17 722
5 18 271
5 19 180
5 20 770
5 21 319
5 22 228
5 23 818
5 24 367
5 25 276
5 26 866
5 27 415
5 28 324
5 29 914
5 30 463
5 31 372
5 32 962
5 33 511
5 34 420
5 35 842
6 0 313
6 1 512
6 2 478
6 3 513
6 4 278
6 5 529
6 6 0
6 7 278
6 8 143
6 9 465
6 10 143
6 11 561
6 12 522
6 13 669
6 14 391
6 15 317
6 16 321
6 17 193
6 18 258
6 19 709
