//alpha
1
//NbLocations
83
//NbProducts
28
//NbPickers
2
//CapaPicker
12
//TimeToTravelOneDistanceUnit
3
//SetupTime
5400
//PickTime
300
//Products
//Idx Location Size
1 1 1
2 2 1
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 1
11 11 1
12 12 1
13 13 1
14 14 1
15 15 1
16 16 1
17 17 1
18 18 1
19 19 1
20 20 1
21 21 1
22 22 1
23 23 1
24 24 1
25 25 1
26 26 1
27 27 1
28 28 1
//Orders
//NbOrders
6
//Idx DueDate TardinessPenalty NbProdInOrder ProdIdx1 Qty1 ProdIdx2 Qty2 ...
1 54000 0 7 1 1 2 1 3 1 4 1 5 1 6 1 7 1
2 144000 0 2 8 1 9 1
3 126000 0 8 10 1 11 1 12 1 13 1 14 1 15 1 16 1 17 1
4 108000 0 1 18 1
5 144000 0 4 19 1 20 1 21 1 22 1
6 126000 0 6 23 1 24 1 25 1 26 1 27 1 28 1
//Graph (Products are vertices indexed from 1 to NbProducts)
//NbVerticesIntersections
54
//DepartingDepot
0
//ArrivalDepot
83
//Arcs
//Start End Distance
0 29 120
1 12 91
1 30 401
2 24 598
2 33 50
3 10 351
3 21 390
4 20 104
4 25 143
5 45 895
5 46 336
6 13 65
6 15 689
7 26 351
7 37 206
8 14 65
8 38 726
9 22 156
9 26 104
10 3 351
10 33 362
11 30 544
11 31 687
12 1 91
12 16 273
13 6 65
13 36 89
14 8 65
14 39 440
15 6 689
15 35 388
16 12 273
16 29 466
17 80 479
17 81 752
18 54 271
18 55 960
19 53 843
19 54 388
20 4 104
20 34 193
21 3 390
21 32 128
22 9 156
22 36 414
23 42 76
23 43 1155
24 2 598
24 25 143
25 4 143
25 24 143
26 7 351
26 9 104
27 77 219
27 78 1012
28 41 609
28 42 622
29 16 466
29 32 48
29 83 120
30 1 401
30 11 544
30 33 48
31 11 687
31 34 48
32 21 128
32 29 48
32 35 48
33 2 50
33 10 362
33 30 48
33 36 48
34 20 193
34 31 48
34 37 48
35 15 388
35 32 48
35 38 48
36 13 89
36 22 414
36 33 48
36 39 48
37 7 206
37 34 48
37 40 48
38 8 726
38 35 48
38 41 48
39 14 440
39 36 48
39 40 1231
39 42 48
40 37 48
40 39 1231
40 43 48
41 28 609
41 38 48
41 44 48
42 23 76
42 28 622
42 39 48
42 45 48
43 23 1155
43 40 48
43 46 48
44 41 48
44 45 1231
44 47 48
45 5 895
45 42 48
45 44 1231
45 48 48
46 5 336
46 43 48
46 49 48
47 44 48
47 48 1231
47 50 48
48 45 48
48 47 1231
48 49 1231
48 51 48
49 46 48
49 48 1231
49 52 48
50 47 48
50 51 1231
50 53 48
51 48 48
51 50 1231
51 52 1231
51 54 48
52 49 48
52 51 1231
52 55 48
53 19 843
53 50 48
53 56 48
54 18 271
54 19 388
54 51 48
54 57 48
55 18 960
55 52 48
55 58 48
56 53 48
56 57 1231
56 59 48
57 54 48
57 56 1231
57 58 1231
57 60 48
58 55 48
58 57 1231
58 61 48
59 56 48
59 60 1231
59 62 48
60 57 48
60 59 1231
60 61 1231
60 63 48
61 58 48
61 60 1231
61 64 48
62 59 48
62 63 1231
62 65 48
63 60 48
63 62 1231
63 64 1231
63 66 48
64 61 48
64 63 1231
64 67 48
65 62 48
65 66 1231
65 68 48
66 63 48
66 65 1231
66 67 1231
66 69 48
67 64 48
67 66 1231
67 70 48
68 65 48
68 69 1231
68 71 48
69 66 48
69 68 1231
69 70 1231
69 72 48
70 67 48
70 69 1231
70 73 48
71 68 48
71 72 1231
71 74 48
72 69 48
72 71 1231
72 73 1231
72 75 48
73 70 48
73 72 1231
73 76 48
74 71 48
74 75 1231
74 77 48
75 72 48
75 74 1231
75 76 1231
75 78 48
76 73 48
76 75 1231
76 79 48
77 27 219
77 74 48
77 80 48
78 27 1012
78 75 48
78 79 1231
78 81 48
79 76 48
79 78 1231
79 82 48
80 17 479
80 77 48
81 17 752
81 78 48
81 82 1231
82 79 48
82 81 1231
//LocStart LocEnd ShortestPath
0 0 0
0 1 950
0 2 1449
0 3 686
0 4 2333
0 5 2486
0 6 1293
0 7 2472
0 8 990
0 9 2017
0 10 1037
0 11 1895
0 12 859
0 13 1358
0 14 1055
0 15 604
0 16 586
0 17 1415
0 18 2006
0 19 1347
0 20 2437
0 21 296
0 22 1861
0 23 1619
0 24 2047
0 25 2190
0 26 2121
0 27 1107
0 28 921
0 29 120
0 30 1351
0 31 2582
0 32 168
0 33 1399
0 34 2630
0 35 216
0 36 1447
0 37 2678
0 38 264
0 39 1495
0 40 2726
0 41 312
0 42 1543
0 43 2774
0 44 360
0 45 1591
0 46 2822
0 47 408
0 48 1639
0 49 2870
0 50 456
0 51 1687
0 52 2918
0 53 504
0 54 1735
0 55 2966
0 56 552
0 57 1783
0 58 3014
0 59 600
