//alpha
1
//NbLocations
59
//NbProducts
22
//NbPickers
2
//CapaPicker
12
//TimeToTravelOneDistanceUnit
3
//SetupTime
5400
//PickTime
300
//Products
//Idx Location Size
1 1 1
2 2 1
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 1
11 11 1
12 12 1
13 13 1
14 14 1
15 15 1
16 16 1
17 17 1
18 18 1
19 19 1
20 20 1
21 21 1
22 22 1
//Orders
//NbOrders
6
//Idx DueDate TardinessPenalty NbProdInOrder ProdIdx1 Qty1 ProdIdx2 Qty2 ...
1 90000 0 3 1 1 2 1 3 1
2 72000 0 5 4 1 5 1 6 1 7 1 8 1
3 72000 0 4 9 1 10 1 11 1 12 1
4 90000 0 3 13 1 14 1 15 1
5 72000 0 2 16 1 17 1
6 90000 0 5 18 1 19 1 20 1 21 1 22 1
//Graph (Products are vertices indexed from 1 to NbProducts)
//NbVerticesIntersections
36
//DepartingDepot
0
//ArrivalDepot
59
//Arcs
//Start End Distance
0 23 120
1 48 37
1 49 804
2 47 89
2 48 752
3 39 37
3 40 804
4 10 91
4 22 208
5 14 403
5 19 156
6 20 117
6 51 518
7 54 258
7 55 583
8 38 154
8 39 687
9 11 208
9 23 141
10 4 91
10 42 440
11 9 208
11 24 492
12 18 78
12 57 89
13 27 154
13 28 687
14 5 403
14 27 245
15 53 271
15 54 570
16 21 26
16 30 739
17 30 76
17 31 765
18 12 78
18 58 674
19 5 156
19 26 37
20 6 117
20 50 206
21 16 26
21 29 76
22 4 208
22 41 102
23 9 141
23 26 48
23 59 120
24 11 492
24 25 841
24 27 48
25 24 841
25 28 48
26 19 37
26 23 48
26 29 48
27 13 154
27 14 245
27 24 48
27 30 48
28 13 687
28 25 48
28 31 48
29 21 76
29 26 48
29 32 48
30 16 739
30 17 76
30 27 48
30 33 48
31 17 765
31 28 48
31 34 48
32 29 48
32 33 841
32 35 48
33 30 48
33 32 841
33 34 841
33 36 48
34 31 48
34 33 841
34 37 48
35 32 48
35 36 841
35 38 48
36 33 48
36 35 841
36 37 841
36 39 48
37 34 48
37 36 841
37 40 48
38 8 154
38 35 48
38 41 48
39 3 37
39 8 687
39 36 48
39 42 48
40 3 804
40 37 48
40 43 48
41 22 102
41 38 48
41 44 48
42 10 440
42 39 48
42 43 841
42 45 48
43 40 48
43 42 841
43 46 48
44 41 48
44 45 841
44 47 48
45 42 48
45 44 841
45 46 841
45 48 48
46 43 48
46 45 841
46 49 48
47 2 89
47 44 48
47 50 48
48 1 37
48 2 752
48 45 48
48 51 48
49 1 804
49 46 48
49 52 48
50 20 206
50 47 48
50 53 48
51 6 518
51 48 48
51 52 841
51 54 48
52 49 48
52 51 841
52 55 48
53 15 271
53 50 48
53 56 48
54 7 258
54 15 570
54 51 48
54 57 48
55 7 583
55 52 48
55 58 48
56 53 48
56 57 841
57 12 89
57 54 48
57 56 841
58 18 674
58 55 48
//LocStart LocEnd ShortestPath
0 0 0
0 1 1382
0 2 593
0 3 1238
0 4 718
0 5 361
0 6 875
0 7 1699
0 8 514
0 9 261
0 10 809
0 11 469
0 12 1578
0 13 1163
0 14 764
0 15 871
0 16 318
0 17 1133
0 18 1656
0 19 205
0 20 758
0 21 292
0 22 510
0 23 120
0 24 961
0 25 1802
0 26 168
0 27 1009
0 28 1850
0 29 216
0 30 1057
0 31 1898
0 32 264
0 33 1105
0 34 1946
0 35 312
0 36 1153
0 37 1994
0 38 360
0 39 1201
0 40 2042
0 41 408
0 42 1249
0 43 2090
0 44 456
0 45 1297
0 46 2138
0 47 504
0 48 1345
0 49 2186
0 50 552
0 51 1393
0 52 2234
0 53 600
0 54 1441
0 55 2282
0 56 648
0 57 1489
0 58 2330
0 59 0
1 0 1382
1 1 0
1 2 789
1 3 218
1 4 664
1 5 1021
1 6 603
1 7 391
1 8 868
1 9 1121
1 10 573
1 11 913
1 12 270
1 13 527
1 14 618
1 15 703
1 16 1064
1 17 401
1 18 348
1 19 1177
1 20 720
1 21 1090
1 22 872
1 23 1262
1 24 421
1 25 1188
1 26 1214
1 27 373
1 28 1140
1 29 1166
1 30 325
1 31 1092
1 32 1118
1 33 277
1 34 1044
1 35 1070
1 36 229
1 37 996
1 38 1022
1 39 181
1 40 948
1 41 974
1 42 133
1 43 900
1 44 926
1 45 85
1 46 852
1 47 878
1 48 37
1 49 804
1 50 926
1 51 85
1 52 852
1 53 974
1 54 133
1 55 900
1 56 1022
1 57 181
1 58 948
1 59 1382
2 0 593
2 1 789
2 2 0
2 3 933
2 4 495
2 5 618
2 6 460
2 7 1106
2 8 387
2 9 614
2 10 586
2 11 822
2 12 985
2 13 1242
2 14 1021
2 15 456
2 16 479
2 17 1116
2 18 1063
2 19 462
2 20 343
2 21 453
2 22 287
2 23 473
2 24 1136
2 25 1977
2 26 425
