//alpha
1
//NbLocations
72
//NbProducts
17
//NbPickers
2
//CapaPicker
8
//TimeToTravelOneDistanceUnit
3
//SetupTime
5400
//PickTime
300
//Products
//Idx Location Size
1 1 1
2 2 1
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 1
11 11 1
12 12 1
13 13 1
14 14 1
15 15 1
16 16 1
17 17 1
//Orders
//NbOrders
6
//Idx DueDate TardinessPenalty NbProdInOrder ProdIdx1 Qty1 ProdIdx2 Qty2 ...
1 36000 0 1 1 1
2 144000 0 1 2 1
3 108000 0 8 3 1 4 1 5 1 6 1 7 1 8 1 9 1 10 1
4 108000 0 2 11 1 12 1
5 90000 0 1 13 1
6 72000 0 4 14 1 15 1 16 1 17 1
//Graph (Products are vertices indexed from 1 to NbProducts)
//NbVerticesIntersections
54
//DepartingDepot
0
//ArrivalDepot
72
//Arcs
//Start End Distance
0 18 120
1 36 856
1 37 375
2 13 663
2 19 492
3 51 648
3 52 583
4 8 52
4 20 193
5 17 13
5 41 115
6 63 1181
6 64 50
7 16 832
7 19 37
8 4 52
8 16 117
9 15 312
9 22 466
10 22 492
10 23 739
11 34 271
11 35 960
12 37 63
12 38 1168
13 2 663
13 18 76
14 31 1142
14 32 89
15 9 312
15 21 453
16 7 832
16 8 117
17 5 13
17 40 1103
18 13 76
18 21 48
18 72 120
19 2 492
19 7 37
19 22 48
20 4 193
20 23 48
21 15 453
21 18 48
21 24 48
22 9 466
22 10 492
22 19 48
22 25 48
23 10 739
23 20 48
23 26 48
24 21 48
24 25 1231
24 27 48
25 22 48
25 24 1231
25 26 1231
25 28 48
26 23 48
26 25 1231
26 29 48
27 24 48
27 28 1231
27 30 48
28 25 48
28 27 1231
28 29 1231
28 31 48
29 26 48
29 28 1231
29 32 48
30 27 48
30 31 1231
30 33 48
31 14 1142
31 28 48
31 30 1231
31 34 48
32 14 89
32 29 48
32 35 48
33 30 48
33 34 1231
33 36 48
34 11 271
34 31 48
34 33 1231
34 37 48
35 11 960
35 32 48
35 38 48
36 1 856
36 33 48
36 39 48
37 1 375
37 12 63
37 34 48
37 40 48
38 12 1168
38 35 48
38 41 48
39 36 48
39 40 1231
39 42 48
40 17 1103
40 37 48
40 39 1231
40 43 48
41 5 115
41 38 48
41 44 48
42 39 48
42 43 1231
42 45 48
43 40 48
43 42 1231
43 44 1231
43 46 48
44 41 48
44 43 1231
44 47 48
45 42 48
45 46 1231
45 48 48
46 43 48
46 45 1231
46 47 1231
46 49 48
47 44 48
47 46 1231
47 50 48
48 45 48
48 49 1231
48 51 48
49 46 48
49 48 1231
49 50 1231
49 52 48
50 47 48
50 49 1231
50 53 48
51 3 648
51 48 48
51 54 48
52 3 583
52 49 48
52 53 1231
52 55 48
53 50 48
53 52 1231
53 56 48
54 51 48
54 55 1231
54 57 48
55 52 48
55 54 1231
55 56 1231
55 58 48
56 53 48
56 55 1231
56 59 48
57 54 48
57 58 1231
57 60 48
58 55 48
58 57 1231
58 59 1231
58 61 48
59 56 48
59 58 1231
59 62 48
60 57 48
60 61 1231
60 63 48
61 58 48
61 60 1231
61 62 1231
61 64 48
62 59 48
62 61 1231
62 65 48
63 6 1181
63 60 48
63 66 48
64 6 50
64 61 48
64 65 1231
64 67 48
65 62 48
65 64 1231
65 68 48
66 63 48
66 67 1231
66 69 48
67 64 48
67 66 1231
67 68 1231
67 70 48
68 65 48
68 67 1231
68 71 48
69 66 48
69 70 1231
70 67 48
70 69 1231
70 71 1231
71 68 48
71 70 1231
//LocStart LocEnd ShortestPath
0 0 0
0 1 1264
0 2 859
0 3 1296
0 4 2389
0 5 2803
0 6 2021
0 7 1388
0 8 2337
0 9 933
0 10 1891
0 11 1862
0 12 1702
0 13 196
0 14 2685
0 15 621
0 16 2220
0 17 2790
0 18 120
0 19 1351
0 20 2582
0 21 168
0 22 1399
0 23 2630
0 24 216
0 25 1447
0 26 2678
0 27 264
0 28 1495
0 29 2726
0 30 312
0 31 1543
0 32 2774
0 33 360
0 34 1591
0 35 2822
0 36 408
0 37 1639
0 38 2870
0 39 456
0 40 1687
0 41 2918
0 42 504
0 43 1735
0 44 2966
0 45 552
0 46 1783
0 47 3014
0 48 600
0 49 1831
0 50 3062
0 51 648
0 52 1879
0 53 3110
0 54 696
0 55 1927
0 56 3158
0 57 744
0 58 1975
0 59 3206
0 60 792
0 61 2023
0 62 3254
0 63 840
0 64 2071
0 65 3302
0 66 888
0 67 2119
0 68 3350
0 69 936
0 70 2167
0 71 3398
0 72 0
1 0 1264
1 1 0
1 2 1155
1 3 1198
1 4 1701
1 5 1539
1 6 857
1 7 700
1 8 1649
1 9 1081
1 10 1107
1 11 694
1 12 438
1 13 1220
1 14 1613
1 15 1393
1 16 1532
1 17 1526
1 18 1144
1 19 663
1 20 1894
1 21 1096
