//alpha
1
//NbLocations
50
//NbProducts
33
//NbPickers
2
//CapaPicker
8
//TimeToTravelOneDistanceUnit
3
//SetupTime
5400
//PickTime
300
//Products
//Idx Location Size
1 1 1
2 2 1
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 1
11 11 1
12 12 1
13 13 1
14 14 1
15 15 1
16 16 1
17 17 1
18 18 1
19 19 1
20 20 1
21 21 1
22 22 1
23 23 1
24 24 1
25 5 1
26 25 1
27 26 1
28 27 1
29 28 1
30 29 1
31 15 1
32 30 1
33 31 1
//Orders
//NbOrders
6
//Idx DueDate TardinessPenalty NbProdInOrder ProdIdx1 Qty1 ProdIdx2 Qty2 ...
1 90000 0 8 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1
2 54000 0 2 9 1 10 1
3 90000 0 8 11 1 12 1 13 1 14 1 15 1 16 1 17 1 18 1
4 90000 0 7 19 1 20 1 21 1 22 1 23 1 24 1 25 1
5 54000 0 4 26 1 27 1 28 1 29 1
6 54000 0 4 30 1 31 1 32 1 33 1
//Graph (Products are vertices indexed from 1 to NbProducts)
//NbVerticesIntersections
18
//DepartingDepot
0
//ArrivalDepot
50
//Arcs
//Start End Distance
0 32 120
1 18 195
1 32 154
2 17 208
2 39 63
3 21 39
3 31 65
4 25 260
4 44 50
5 25 39
5 45 102
6 26 169
6 33 50
7 8 104
7 47 180
8 7 104
8 48 167
9 48 206
9 49 245
10 14 52
10 37 89
11 35 336
11 36 115
12 16 182
12 43 102
13 18 26
13 33 76
14 10 52
14 19 78
15 16 91
15 42 76
16 12 182
16 15 91
17 2 208
17 40 180
18 1 195
18 13 26
19 14 78
19 23 65
20 21 130
20 39 63
21 3 39
21 20 130
22 27 52
22 28 130
23 19 65
23 36 167
24 30 13
24 41 349
25 4 260
25 5 39
26 6 169
26 34 232
27 22 52
27 46 102
28 22 130
28 29 117
29 28 117
29 45 50
30 24 13
30 42 89
31 3 65
31 38 154
32 1 154
32 35 48
32 50 120
33 6 50
33 13 76
33 36 48
34 26 232
34 37 48
35 11 336
35 32 48
35 38 48
36 11 115
36 23 167
36 33 48
36 39 48
37 10 89
37 34 48
37 40 48
38 31 154
38 35 48
38 41 48
39 2 63
39 20 63
39 36 48
39 42 48
40 17 180
40 37 48
40 43 48
41 24 349
41 38 48
41 44 48
42 15 76
42 30 89
42 39 48
42 45 48
43 12 102
43 40 48
43 46 48
44 4 50
44 41 48
44 47 48
45 5 102
45 29 50
45 42 48
45 48 48
46 27 102
46 43 48
46 49 48
47 7 180
47 44 48
48 8 167
48 9 206
48 45 48
49 9 245
49 46 48
//LocStart LocEnd ShortestPath
0 0 0
0 1 274
0 2 730
0 3 435
0 4 362
0 5 661
0 6 621
0 7 540
0 8 644
0 9 1017
0 10 981
0 11 504
0 12 1064
0 13 495
0 14 929
0 15 791
0 16 882
0 17 938
0 18 469
0 19 851
0 20 604
0 21 474
0 22 1060
0 23 786
0 24 613
0 25 622
0 26 790
0 27 1112
0 28 930
0 29 813
0 30 626
0 31 370
0 32 120
0 33 571
0 34 1022
0 35 168
0 36 619
0 37 1070
0 38 216
0 39 667
0 40 1118
0 41 264
0 42 715
0 43 1166
0 44 312
0 45 763
0 46 1214
0 47 360
0 48 811
0 49 1262
0 50 0
1 0 274
1 1 0
1 2 456
1 3 469
1 4 396
1 5 591
1 6 347
1 7 574
1 8 678
1 9 743
1 10 707
1 11 460
1 12 790
1 13 221
1 14 655
1 15 517
1 16 608
1 17 664
1 18 195
1 19 577
1 20 456
1 21 508
1 22 786
1 23 512
1 24 543
1 25 630
1 26 516
1 27 838
1 28 656
1 29 539
1 30 530
1 31 404
1 32 154
1 33 297
1 34 748
1 35 202
1 36 345
1 37 796
1 38 250
1 39 393
1 40 844
1 41 298
1 42 441
1 43 892
1 44 346
1 45 489
1 46 940
1 47 394
1 48 537
1 49 988
1 50 274
2 0 730
2 1 456
2 2 0
2 3 295
2 4 560
2 5 261
2 6 209
2 7 478
2 8 374
2 9 413
2 10 473
2 11 226
2 12 460
2 13 235
2 14 421
2 15 187
2 16 278
2 17 208
2 18 261
2 19 343
2 20 126
2 21 256
2 22 456
2 23 278
2 24 213
2 25 300
2 26 378
2 27 508
2 28 326
2 29 209
2 30 200
2 31 360
2 32 610
2 33 159
2 34 484
2 35 562
2 36 111
2 37 436
2 38 514
2 39 63
2 40 388
2 41 562
2 42 111
2 43 436
2 44 610
2 45 159
2 46 484
2 47 658
2 48 207
2 49 532
2 50 730
3 0 435
3 1 469
3 2 295
3 3 0
3 4 365
3 5 430
3 6 378
3 7 543
3 8 543
3 9 582
3 10 642
3 11 395
3 12 629
3 13 404
3 14 590
3 15 356
3 16 447
3 17 503
3 18 430
3 19 512
3 20 169
3 21 39
3 22 625
3 23 447
3 24 382
3 25 469
