//alpha
1
//NbLocations
85
//NbProducts
30
//NbPickers
2
//CapaPicker
8
//TimeToTravelOneDistanceUnit
3
//SetupTime
5400
//PickTime
300
//Products
//Idx Location Size
1 1 1
2 2 1
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 1
11 11 1
12 12 1
13 13 1
14 14 1
15 15 1
16 16 1
17 17 1
18 18 1
19 19 1
20 20 1
21 21 1
22 22 1
23 23 1
24 24 1
25 25 1
26 26 1
27 27 1
28 28 1
29 29 1
30 30 1
//Orders
//NbOrders
6
//Idx DueDate TardinessPenalty NbProdInOrder ProdIdx1 Qty1 ProdIdx2 Qty2 ...
1 54000 0 2 1 1 2 1
2 36000 0 3 3 1 4 1 5 1
3 36000 0 3 6 1 7 1 8 1
4 54000 0 8 9 1 10 1 11 1 12 1 13 1 14 1 15 1 16 1
5 90000 0 8 17 1 18 1 19 1 20 1 21 1 22 1 23 1 24 1
6 54000 0 6 25 1 26 1 27 1 28 1 29 1 30 1
//Graph (Products are vertices indexed from 1 to NbProducts)
//NbVerticesIntersections
54
//DepartingDepot
0
//ArrivalDepot
85
//Arcs
//Start End Distance
0 31 120
1 6 481
1 37 453
2 10 156
2 18 221
3 55 596
3 56 635
4 40 570
4 41 661
5 44 1077
5 45 154
6 1 481
6 38 297
7 43 1129
7 44 102
8 65 362
8 66 869
9 11 195
9 21 234
10 2 156
10 29 26
11 9 195
11 34 635
12 27 338
12 53 375
13 26 247
13 31 401
14 17 182
14 38 375
15 62 388
15 63 843
16 53 89
16 54 1142
17 14 182
17 25 325
18 2 221
18 30 52
19 26 13
19 32 570
20 22 780
20 36 37
21 9 234
21 35 167
22 20 780
22 28 195
23 56 778
23 57 453
24 25 26
24 39 323
25 17 325
25 24 26
26 13 247
26 19 13
27 12 338
27 52 518
28 22 195
28 35 219
29 10 26
29 32 609
30 18 52
30 33 167
31 13 401
31 34 48
31 85 120
32 19 570
32 29 609
32 35 48
33 30 167
33 36 48
34 11 635
34 31 48
34 37 48
35 21 167
35 28 219
35 32 48
35 38 48
36 20 37
36 33 48
36 39 48
37 1 453
37 34 48
37 40 48
38 6 297
38 14 375
38 35 48
38 41 48
39 24 323
39 36 48
39 42 48
40 4 570
40 37 48
40 43 48
41 4 661
41 38 48
41 42 1231
41 44 48
42 39 48
42 41 1231
42 45 48
43 7 1129
43 40 48
43 46 48
44 5 1077
44 7 102
44 41 48
44 47 48
45 5 154
45 42 48
45 48 48
46 43 48
46 47 1231
46 49 48
47 44 48
47 46 1231
47 48 1231
47 50 48
48 45 48
48 47 1231
48 51 48
49 46 48
49 50 1231
49 52 48
50 47 48
50 49 1231
50 51 1231
50 53 48
51 48 48
51 50 1231
51 54 48
52 27 518
52 49 48
52 55 48
53 12 375
53 16 89
53 50 48
53 56 48
54 16 1142
54 51 48
54 57 48
55 3 596
55 52 48
55 58 48
56 3 635
56 23 778
56 53 48
56 59 48
57 23 453
57 54 48
57 60 48
58 55 48
58 59 1231
58 61 48
59 56 48
59 58 1231
59 60 1231
59 62 48
60 57 48
60 59 1231
60 63 48
61 58 48
61 62 1231
61 64 48
62 15 388
62 59 48
62 61 1231
62 65 48
63 15 843
63 60 48
63 66 48
64 61 48
64 65 1231
64 67 48
65 8 362
65 62 48
65 64 1231
65 68 48
66 8 869
66 63 48
66 69 48
67 64 48
67 68 1231
67 70 48
68 65 48
68 67 1231
68 69 1231
68 71 48
69 66 48
69 68 1231
69 72 48
70 67 48
70 71 1231
70 73 48
71 68 48
71 70 1231
71 72 1231
71 74 48
72 69 48
72 71 1231
72 75 48
73 70 48
73 74 1231
73 76 48
74 71 48
74 73 1231
74 75 1231
74 77 48
75 72 48
75 74 1231
75 78 48
76 73 48
76 77 1231
76 79 48
77 74 48
77 76 1231
77 78 1231
77 80 48
78 75 48
78 77 1231
78 81 48
79 76 48
79 80 1231
79 82 48
80 77 48
80 79 1231
80 81 1231
80 83 48
81 78 48
81 80 1231
81 84 48
82 79 48
82 83 1231
83 80 48
83 82 1231
83 84 1231
84 81 48
84 83 1231
//LocStart LocEnd ShortestPath
0 0 0
0 1 669
0 2 2142
0 3 1100
0 4 834
0 5 2620
0 6 1150
0 7 1441
0 8 2241
0 9 998
0 10 1986
0 11 803
0 12 1312
0 13 521
0 14 1822
0 15 2219
0 16 1776
0 17 2004
0 18 2363
0 19 781
0 20 2593
0 21 1232
0 22 1813
0 23 2513
0 24 2355
0 25 2329
0 26 768
0 27 974
0 28 1618
0 29 1960
0 30 2415
0 31 120
0 32 1351
0 33 2582
0 34 168
0 35 1399
0 36 2630
0 37 216
0 38 1447
0 39 2678
0 40 264
0 41 1495
0 42 2726
0 43 312
0 44 1543
0 45 2774
0 46 360
0 47 1591
0 48 2822
0 49 408
0 50 1639
0 51 2870
0 52 456
