//alpha
1
//NbLocations
553
//NbProducts
933
//NbPickers
5
//CapaPicker
15
//TimeToTravelOneDistanceUnit
1
//SetupTime
1800
//PickTime
100
//Products
//Idx Location Size
1 1 1
2 2 1
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 1
11 11 1
12 12 1
13 13 1
14 14 1
15 15 1
16 16 1
17 17 1
18 18 1
19 19 1
20 20 1
21 21 1
22 22 1
23 23 1
24 24 1
25 25 1
26 26 1
27 27 1
28 28 1
29 29 1
30 30 1
31 31 1
32 32 1
33 33 1
34 34 1
35 24 1
36 35 1
37 36 1
38 37 1
39 38 1
40 39 1
41 40 1
42 41 1
43 38 1
44 42 1
45 43 1
46 44 1
47 45 1
48 46 1
49 47 1
50 48 1
51 49 1
52 50 1
53 51 1
54 52 1
55 53 1
56 54 1
57 55 1
58 56 1
59 37 1
60 57 1
61 58 1
62 59 1
63 60 1
64 61 1
65 62 1
66 63 1
67 64 1
68 61 1
69 17 1
70 65 1
71 66 1
72 4 1
73 36 1
74 67 1
75 68 1
76 69 1
77 70 1
78 71 1
79 72 1
80 73 1
81 74 1
82 75 1
83 76 1
84 77 1
85 78 1
86 79 1
87 80 1
88 81 1
89 82 1
90 83 1
91 15 1
92 84 1
93 85 1
94 78 1
95 86 1
96 87 1
97 29 1
98 88 1
99 89 1
100 90 1
101 91 1
102 92 1
103 93 1
104 12 1
105 94 1
106 95 1
107 19 1
108 96 1
109 97 1
110 98 1
111 99 1
112 100 1
113 101 1
114 70 1
115 102 1
116 103 1
117 104 1
118 38 1
119 105 1
120 106 1
121 107 1
122 108 1
123 109 1
124 110 1
125 111 1
126 48 1
127 112 1
128 113 1
129 78 1
130 84 1
131 114 1
132 115 1
133 116 1
134 117 1
135 118 1
136 119 1
137 120 1
138 121 1
139 122 1
140 43 1
141 88 1
142 123 1
143 124 1
144 40 1
145 73 1
146 125 1
147 126 1
148 127 1
149 65 1
150 128 1
151 129 1
152 130 1
153 131 1
154 132 1
155 133 1
156 134 1
157 135 1
158 136 1
159 137 1
160 138 1
161 139 1
162 140 1
163 141 1
164 142 1
165 143 1
166 92 1
167 144 1
168 145 1
169 146 1
170 147 1
171 148 1
172 149 1
173 150 1
174 151 1
175 152 1
176 47 1
177 153 1
178 154 1
179 155 1
180 156 1
181 157 1
182 158 1
183 159 1
184 69 1
185 2 1
186 160 1
187 1 1
188 161 1
189 162 1
190 163 1
191 31 1
192 164 1
193 165 1
194 166 1
195 167 1
196 168 1
197 169 1
198 139 1
199 170 1
200 171 1
201 172 1
202 173 1
203 174 1
204 175 1
205 176 1
206 177 1
207 178 1
208 179 1
209 180 1
210 181 1
211 118 1
212 182 1
213 183 1
214 184 1
215 185 1
216 186 1
217 187 1
218 54 1
219 50 1
220 156 1
221 188 1
222 131 1
223 125 1
224 189 1
225 190 1
226 191 1
227 192 1
228 193 1
229 15 1
230 123 1
231 194 1
232 163 1
233 195 1
234 196 1
235 197 1
236 198 1
237 199 1
238 41 1
239 200 1
240 201 1
241 202 1
242 22 1
243 203 1
244 204 1
245 6 1
246 205 1
247 206 1
248 207 1
249 66 1
250 208 1
251 209 1
252 210 1
253 211 1
254 212 1
255 213 1
256 214 1
257 215 1
258 216 1
259 217 1
260 218 1
261 219 1
262 220 1
263 221 1
264 222 1
265 223 1
266 13 1
267 224 1
268 225 1
269 13 1
270 226 1
271 227 1
272 228 1
273 229 1
274 230 1
275 231 1
276 193 1
277 232 1
278 233 1
279 234 1
280 235 1
281 6 1
282 236 1
283 177 1
284 213 1
285 237 1
286 238 1
287 239 1
288 161 1
289 240 1
290 241 1
291 242 1
292 96 1
293 243 1
294 244 1
295 245 1
296 246 1
297 196 1
298 247 1
299 248 1
300 249 1
301 250 1
302 251 1
303 252 1
304 253 1
305 254 1
306 255 1
307 256 1
308 257 1
309 74 1
310 138 1
311 258 1
312 259 1
313 260 1
314 129 1
315 261 1
316 80 1
317 38 1
318 262 1
319 105 1
320 263 1
321 264 1
322 265 1
323 266 1
324 267 1
325 268 1
326 30 1
327 17 1
328 266 1
329 145 1
330 269 1
331 270 1
332 271 1
333 272 1
334 201 1
335 96 1
336 273 1
337 274 1
338 275 1
339 276 1
340 277 1
341 278 1
342 279 1
343 10 1
344 138 1
345 280 1
346 130 1
347 90 1
348 281 1
349 36 1
350 78 1
351 9 1
352 139 1
353 282 1
354 283 1
355 284 1
356 285 1
357 286 1
358 287 1
359 288 1
360 1 1
361 289 1
362 224 1
363 248 1
364 199 1
365 290 1
366 143 1
367 291 1
368 242 1
369 196 1
370 292 1
371 293 1
372 217 1
373 52 1
374 135 1
375 27 1
376 294 1
377 295 1
378 296 1
379 152 1
380 297 1
381 176 1
382 298 1
383 28 1
384 299 1
385 300 1
386 178 1
387 274 1
388 301 1
389 302 1
