//alpha
1
//NbLocations
389
//NbProducts
932
//NbPickers
3
//CapaPicker
45
//TimeToTravelOneDistanceUnit
1
//SetupTime
1800
//PickTime
100
//Products
//Idx Location Size
1 1 1
2 2 1
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 1
11 11 1
12 12 1
13 13 1
14 14 1
15 15 1
16 16 1
17 17 1
18 18 1
19 1 1
20 19 1
21 20 1
22 21 1
23 22 1
24 23 1
25 24 1
26 25 1
27 26 1
28 27 1
29 28 1
30 29 1
31 30 1
32 31 1
33 32 1
34 33 1
35 17 1
36 34 1
37 32 1
38 35 1
39 29 1
40 36 1
41 6 1
42 37 1
43 38 1
44 39 1
45 40 1
46 41 1
47 42 1
48 43 1
49 25 1
50 44 1
51 45 1
52 46 1
53 47 1
54 48 1
55 49 1
56 50 1
57 51 1
58 52 1
59 53 1
60 46 1
61 54 1
62 55 1
63 56 1
64 57 1
65 58 1
66 59 1
67 60 1
68 61 1
69 8 1
70 62 1
71 63 1
72 64 1
73 65 1
74 66 1
75 67 1
76 68 1
77 30 1
78 69 1
79 70 1
80 66 1
81 71 1
82 72 1
83 73 1
84 74 1
85 75 1
86 76 1
87 77 1
88 78 1
89 54 1
90 79 1
91 64 1
92 80 1
93 81 1
94 82 1
95 83 1
96 84 1
97 85 1
98 86 1
99 87 1
100 88 1
101 89 1
102 77 1
103 90 1
104 91 1
105 92 1
106 19 1
107 93 1
108 72 1
109 55 1
110 94 1
111 95 1
112 96 1
113 97 1
114 98 1
115 99 1
116 100 1
117 37 1
118 101 1
119 102 1
120 80 1
121 103 1
122 104 1
123 86 1
124 105 1
125 106 1
126 107 1
127 108 1
128 109 1
129 110 1
130 15 1
131 62 1
132 111 1
133 112 1
134 91 1
135 113 1
136 114 1
137 115 1
138 116 1
139 117 1
140 118 1
141 52 1
142 119 1
143 120 1
144 85 1
145 89 1
146 121 1
147 122 1
148 123 1
149 117 1
150 124 1
151 125 1
152 70 1
153 126 1
154 6 1
155 127 1
156 128 1
157 129 1
158 12 1
159 130 1
160 131 1
161 132 1
162 133 1
163 134 1
164 135 1
165 136 1
166 127 1
167 137 1
168 138 1
169 30 1
170 83 1
171 139 1
172 127 1
173 140 1
174 141 1
175 37 1
176 142 1
177 143 1
178 11 1
179 84 1
180 81 1
181 144 1
182 145 1
183 146 1
184 86 1
185 44 1
186 147 1
187 148 1
188 73 1
189 81 1
190 149 1
191 67 1
192 51 1
193 150 1
194 117 1
195 6 1
196 151 1
197 16 1
198 26 1
199 152 1
200 104 1
201 52 1
202 153 1
203 154 1
204 127 1
205 143 1
206 48 1
207 44 1
208 137 1
209 85 1
210 155 1
211 156 1
212 157 1
213 76 1
214 158 1
215 159 1
216 23 1
217 86 1
218 87 1
219 55 1
220 90 1
221 160 1
222 161 1
223 61 1
224 73 1
225 162 1
226 126 1
227 163 1
228 164 1
229 165 1
230 166 1
231 167 1
232 103 1
233 168 1
234 117 1
235 24 1
236 169 1
237 68 1
238 170 1
239 41 1
240 171 1
241 172 1
242 173 1
243 3 1
244 174 1
245 175 1
246 48 1
247 56 1
248 82 1
249 176 1
250 105 1
251 177 1
252 18 1
253 89 1
254 178 1
255 87 1
256 5 1
257 179 1
258 161 1
259 180 1
260 162 1
261 156 1
262 92 1
263 181 1
264 182 1
265 24 1
266 22 1
267 79 1
268 183 1
269 184 1
270 161 1
271 185 1
272 186 1
273 50 1
274 187 1
275 188 1
276 189 1
277 91 1
278 190 1
279 148 1
280 123 1
281 191 1
282 32 1
283 192 1
284 193 1
285 194 1
286 195 1
287 163 1
288 128 1
289 81 1
290 6 1
291 196 1
292 72 1
293 197 1
294 198 1
295 104 1
296 199 1
297 103 1
298 200 1
299 3 1
300 142 1
301 200 1
302 201 1
303 81 1
304 12 1
305 202 1
306 73 1
307 192 1
308 203 1
309 61 1
310 169 1
311 204 1
312 205 1
313 11 1
314 206 1
315 207 1
316 208 1
317 163 1
318 185 1
319 105 1
320 209 1
321 103 1
322 91 1
323 5 1
324 180 1
325 127 1
326 32 1
327 158 1
328 15 1
329 30 1
330 62 1
331 210 1
332 131 1
333 211 1
334 15 1
335 212 1
336 142 1
337 213 1
338 178 1
339 214 1
340 97 1
341 64 1
342 215 1
343 216 1
344 190 1
345 217 1
346 164 1
347 88 1
348 188 1
349 164 1
350 75 1
351 163 1
352 218 1
353 219 1
354 167 1
355 34 1
356 220 1
357 85 1
358 221 1
359 30 1
360 222 1
361 117 1
362 137 1
363 223 1
364 192 1
365 108 1
366 146 1
367 224 1
368 225 1
369 81 1
370 195 1
371 57 1
372 226 1
373 79 1
374 227 1
375 67 1
376 90 1
377 228 1
378 222 1
379 91 1
380 200 1
381 229 1
382 103 1
383 230 1
384 231 1
385 232 1
386 233 1
387 234 1
388 235 1
389 236 1
