//alpha
1
//NbLocations
363
//NbProducts
841
//NbPickers
4
//CapaPicker
15
//TimeToTravelOneDistanceUnit
1
//SetupTime
1800
//PickTime
100
//Products
//Idx Location Size
1 1 1
2 2 1
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 1
11 11 1
12 12 1
13 13 1
14 14 1
15 15 1
16 16 1
17 17 1
18 18 1
19 19 1
20 20 1
21 21 1
22 22 1
23 23 1
24 24 1
25 25 1
26 26 1
27 27 1
28 28 1
29 29 1
30 30 1
31 31 1
32 32 1
33 33 1
34 7 1
35 34 1
36 35 1
37 36 1
38 37 1
39 38 1
40 39 1
41 40 1
42 41 1
43 42 1
44 43 1
45 44 1
46 45 1
47 46 1
48 25 1
49 47 1
50 48 1
51 49 1
52 50 1
53 51 1
54 52 1
55 53 1
56 30 1
57 54 1
58 55 1
59 56 1
60 57 1
61 58 1
62 59 1
63 60 1
64 61 1
65 62 1
66 63 1
67 10 1
68 64 1
69 65 1
70 66 1
71 48 1
72 67 1
73 68 1
74 58 1
75 69 1
76 70 1
77 71 1
78 72 1
79 51 1
80 73 1
81 74 1
82 75 1
83 76 1
84 77 1
85 78 1
86 79 1
87 80 1
88 33 1
89 81 1
90 82 1
91 68 1
92 83 1
93 84 1
94 35 1
95 85 1
96 86 1
97 87 1
98 88 1
99 89 1
100 50 1
101 90 1
102 91 1
103 92 1
104 93 1
105 94 1
106 95 1
107 96 1
108 97 1
109 98 1
110 99 1
111 1 1
112 100 1
113 14 1
114 13 1
115 101 1
116 102 1
117 103 1
118 104 1
119 49 1
120 20 1
121 56 1
122 1 1
123 64 1
124 86 1
125 5 1
126 105 1
127 106 1
128 107 1
129 108 1
130 36 1
131 109 1
132 110 1
133 111 1
134 112 1
135 113 1
136 35 1
137 2 1
138 71 1
139 83 1
140 49 1
141 114 1
142 115 1
143 78 1
144 116 1
145 117 1
146 59 1
147 27 1
148 118 1
149 119 1
150 91 1
151 120 1
152 104 1
153 39 1
154 121 1
155 122 1
156 123 1
157 94 1
158 113 1
159 65 1
160 124 1
161 125 1
162 102 1
163 111 1
164 126 1
165 127 1
166 128 1
167 129 1
168 130 1
169 131 1
170 132 1
171 99 1
172 133 1
173 74 1
174 134 1
175 135 1
176 32 1
177 93 1
178 136 1
179 137 1
180 138 1
181 139 1
182 54 1
183 86 1
184 95 1
185 94 1
186 140 1
187 93 1
188 9 1
189 141 1
190 36 1
191 142 1
192 143 1
193 144 1
194 49 1
195 61 1
196 145 1
197 68 1
198 146 1
199 63 1
200 147 1
201 116 1
202 87 1
203 148 1
204 149 1
205 150 1
206 151 1
207 110 1
208 2 1
209 152 1
210 153 1
211 154 1
212 155 1
213 156 1
214 157 1
215 28 1
216 158 1
217 98 1
218 5 1
219 159 1
220 63 1
221 160 1
222 161 1
223 50 1
224 162 1
225 160 1
226 163 1
227 102 1
228 83 1
229 164 1
230 116 1
231 165 1
232 121 1
233 102 1
234 25 1
235 72 1
236 49 1
237 36 1
238 7 1
239 63 1
240 166 1
241 89 1
242 165 1
243 27 1
244 1 1
245 167 1
246 114 1
247 39 1
248 130 1
249 93 1
250 168 1
251 169 1
252 170 1
253 27 1
254 171 1
255 154 1
256 172 1
257 170 1
258 92 1
259 173 1
260 174 1
261 25 1
262 48 1
263 94 1
264 175 1
265 176 1
266 11 1
267 13 1
268 77 1
269 147 1
270 177 1
271 80 1
272 68 1
273 178 1
274 179 1
275 180 1
276 181 1
277 182 1
278 183 1
279 184 1
280 10 1
281 142 1
282 39 1
283 15 1
284 141 1
285 44 1
286 185 1
287 186 1
288 17 1
289 187 1
290 44 1
291 188 1
292 39 1
293 154 1
294 93 1
295 147 1
296 189 1
297 61 1
298 190 1
299 191 1
300 12 1
301 29 1
302 192 1
303 166 1
304 193 1
305 185 1
306 194 1
307 81 1
308 83 1
309 195 1
310 64 1
311 18 1
312 196 1
313 176 1
314 197 1
315 198 1
316 199 1
317 200 1
318 201 1
319 202 1
320 135 1
321 203 1
322 38 1
323 204 1
324 29 1
325 101 1
326 205 1
327 206 1
328 207 1
329 203 1
330 39 1
331 140 1
332 12 1
333 208 1
334 209 1
335 188 1
336 92 1
337 93 1
338 210 1
339 137 1
340 106 1
341 211 1
342 212 1
343 213 1
344 180 1
345 172 1
346 169 1
347 73 1
348 203 1
349 214 1
350 94 1
351 38 1
352 17 1
353 54 1
354 215 1
355 179 1
356 182 1
357 116 1
358 10 1
359 216 1
360 217 1
361 218 1
362 58 1
363 219 1
364 87 1
365 220 1
366 221 1
367 199 1
368 7 1
369 222 1
370 223 1
371 224 1
372 41 1
373 166 1
374 72 1
375 225 1
376 141 1
377 140 1
378 226 1
379 59 1
380 199 1
381 165 1
382 213 1
383 36 1
384 227 1
385 228 1
386 140 1
387 229 1
388 121 1
389 230 1
