//alpha
1
//NbLocations
541
//NbProducts
898
//NbPickers
2
//CapaPicker
45
//TimeToTravelOneDistanceUnit
1
//SetupTime
1800
//PickTime
100
//Products
//Idx Location Size
1 1 1
2 2 1
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 1
11 11 1
12 12 1
13 13 1
14 14 1
15 15 1
16 16 1
17 17 1
18 18 1
19 19 1
20 20 1
21 21 1
22 22 1
23 23 1
24 24 1
25 11 1
26 25 1
27 26 1
28 27 1
29 28 1
30 29 1
31 30 1
32 31 1
33 32 1
34 33 1
35 34 1
36 27 1
37 35 1
38 36 1
39 37 1
40 38 1
41 39 1
42 40 1
43 41 1
44 42 1
45 17 1
46 43 1
47 44 1
48 45 1
49 46 1
50 47 1
51 48 1
52 49 1
53 50 1
54 51 1
55 52 1
56 53 1
57 54 1
58 55 1
59 56 1
60 57 1
61 58 1
62 59 1
63 60 1
64 61 1
65 62 1
66 63 1
67 64 1
68 65 1
69 66 1
70 67 1
71 68 1
72 69 1
73 70 1
74 71 1
75 72 1
76 9 1
77 73 1
78 74 1
79 75 1
80 76 1
81 77 1
82 78 1
83 79 1
84 80 1
85 81 1
86 82 1
87 83 1
88 84 1
89 85 1
90 86 1
91 87 1
92 34 1
93 88 1
94 89 1
95 90 1
96 91 1
97 92 1
98 54 1
99 93 1
100 94 1
101 95 1
102 96 1
103 97 1
104 98 1
105 99 1
106 100 1
107 101 1
108 102 1
109 103 1
110 104 1
111 105 1
112 106 1
113 107 1
114 108 1
115 109 1
116 110 1
117 64 1
118 111 1
119 112 1
120 113 1
121 114 1
122 115 1
123 116 1
124 117 1
125 118 1
126 119 1
127 120 1
128 121 1
129 122 1
130 123 1
131 12 1
132 124 1
133 125 1
134 126 1
135 127 1
136 128 1
137 17 1
138 129 1
139 130 1
140 131 1
141 132 1
142 133 1
143 134 1
144 135 1
145 136 1
146 137 1
147 64 1
148 138 1
149 139 1
150 140 1
151 141 1
152 142 1
153 93 1
154 143 1
155 144 1
156 145 1
157 146 1
158 147 1
159 148 1
160 116 1
161 83 1
162 91 1
163 149 1
164 150 1
165 151 1
166 152 1
167 153 1
168 154 1
169 155 1
170 117 1
171 156 1
172 157 1
173 158 1
174 159 1
175 160 1
176 161 1
177 162 1
178 163 1
179 164 1
180 165 1
181 64 1
182 166 1
183 167 1
184 168 1
185 169 1
186 170 1
187 171 1
188 172 1
189 173 1
190 174 1
191 175 1
192 176 1
193 177 1
194 178 1
195 179 1
196 67 1
197 23 1
198 84 1
199 180 1
200 55 1
201 181 1
202 182 1
203 183 1
204 96 1
205 184 1
206 185 1
207 172 1
208 186 1
209 58 1
210 187 1
211 85 1
212 188 1
213 189 1
214 190 1
215 191 1
216 192 1
217 13 1
218 193 1
219 188 1
220 12 1
221 194 1
222 29 1
223 195 1
224 196 1
225 197 1
226 198 1
227 192 1
228 199 1
229 200 1
230 201 1
231 202 1
232 106 1
233 105 1
234 203 1
235 204 1
236 205 1
237 206 1
238 207 1
239 208 1
240 144 1
241 63 1
242 34 1
243 209 1
244 65 1
245 210 1
246 135 1
247 206 1
248 11 1
249 121 1
250 177 1
251 211 1
252 212 1
253 30 1
254 213 1
255 214 1
256 1 1
257 215 1
258 216 1
259 217 1
260 137 1
261 218 1
262 219 1
263 220 1
264 140 1
265 221 1
266 70 1
267 126 1
268 222 1
269 223 1
270 205 1
271 224 1
272 225 1
273 226 1
274 227 1
275 228 1
276 89 1
277 109 1
278 229 1
279 183 1
280 230 1
281 231 1
282 80 1
283 232 1
284 233 1
285 116 1
286 168 1
287 17 1
288 139 1
289 234 1
290 235 1
291 236 1
292 237 1
293 238 1
294 223 1
295 113 1
296 95 1
297 239 1
298 240 1
299 241 1
300 242 1
301 243 1
302 244 1
303 134 1
304 98 1
305 245 1
306 37 1
307 5 1
308 44 1
309 246 1
310 247 1
311 248 1
312 249 1
313 250 1
314 16 1
315 251 1
316 252 1
317 253 1
318 144 1
319 254 1
320 188 1
321 255 1
322 8 1
323 256 1
324 257 1
325 258 1
326 259 1
327 260 1
328 57 1
329 261 1
330 262 1
331 263 1
332 264 1
333 265 1
334 129 1
335 55 1
336 266 1
337 209 1
338 267 1
339 268 1
340 253 1
341 269 1
342 270 1
343 271 1
344 272 1
345 273 1
346 274 1
347 275 1
348 276 1
349 277 1
350 278 1
351 279 1
352 280 1
353 93 1
354 175 1
355 110 1
356 281 1
357 282 1
358 283 1
359 284 1
360 285 1
361 286 1
362 173 1
363 79 1
364 287 1
365 288 1
366 289 1
367 290 1
368 291 1
369 292 1
370 67 1
371 293 1
372 294 1
373 95 1
374 295 1
375 248 1
376 296 1
377 297 1
378 298 1
379 299 1
380 300 1
381 271 1
382 213 1
383 301 1
384 165 1
385 39 1
386 302 1
387 132 1
388 303 1
389 58 1
